ICRF Designation,IERS Des.,Inf.,RA,Dec,dRA,dDec,Corr.,Mean,First,Last,Nbs,Nbd,Nbr
ICRF,J060455.1+242955,0601+245,91.229672,24.498621,0.00000421,0.0000635,0.0878,54482.3,52409.7,58190.7,32,381,0
ICRF,J060506.4-352217,0603-353,91.276938,-35.371518,0.00001943,0.0007187,0.3674,55811.2,52306.7,58015.8,4,121,0
ICRF,J060510.1+093913,0602+096,91.292138,9.653781,0.00000561,0.0001578,-0.3367,56649.2,49914.7,58144.4,4,299,0
ICRF,J060542.2+575316,0601+578,91.425948,57.887877,0.00002523,0.0001587,0.0583,56531.2,49577.0,58015.8,3,151,0
ICRF,J060550.8+403008,0602+405,91.461897,40.502251,0.00000517,0.0000687,0.0247,54042.7,50242.8,58155.7,9,476,0
ICRF,J060643.5-072430,0604-074,91.681443,-7.408398,0.00000438,0.0001285,-0.0200,56408.2,53560.8,57915.1,7,613,0
ICRF,J060657.4-002457,0604-004,91.739348,0.415962,0.00000837,0.0002958,-0.2796,57114.0,53552.8,57915.1,3,231,0
ICRF,J060716.3-244740,0605-247,91.818068,-24.794712,0.00001192,0.0004016,-0.1651,57017.0,56162.7,57951.4,3,174,0
ICRF,J060723.2+473946,0603+476,91.846896,47.663039,0.00000887,0.0001118,0.0169,55641.0,50306.3,57809.9,3,280,0
ICRF,J060752.6+672055,0602+673,91.969465,67.348725,0.00000527,0.0000306,-0.0857,54961.8,49750.8,58204.7,999,76656,0
ICRF,J060759.6-083449,0605-085,91.998747,-8.580550,0.00000276,0.0000551,-0.1450,53775.4,44773.8,58177.7,78,1748,0
ICRF,J060801.5-152036,0605-153,92.006383,-15.343605,0.00000631,0.0002087,-0.1121,57062.3,54112.8,57872.7,3,176,0
ICRF,J060811.4-384726,0606-387,92.047757,-38.790719,0.00002718,0.0009344,0.7127,56891.3,53523.9,58015.8,3,86,0
ICRF,J060845.2-271710,0606-272,92.188487,-27.286342,0.00001196,0.0003820,-0.3832,56579.8,53503.7,57951.4,3,148,0
ICRF,J060859.6-222020,0606-223,92.248695,-22.339155,0.00000236,0.0000338,-0.0365,56752.0,50632.3,58205.8,296,7440,0
ICRF,J060928.5-023052,0606-025,92.368798,-2.514703,0.00001286,0.0004386,-0.1334,57584.4,57099.3,57915.1,2,222,0
ICRF,J060940.9-154240,0607-157,92.420623,-15.711298,0.00000212,0.0000309,-0.0333,54977.5,45466.3,58101.7,888,51128,0
ICRF,J061017.8-184740,0608-187,92.574525,-18.794470,0.00000735,0.0002407,-0.1497,56926.4,53552.8,57875.7,3,172,0
ICRF,J061024.2+780136,0602+780,92.601164,78.026721,0.00005255,0.0001674,0.2442,57346.2,54088.1,58015.8,3,210,0
ICRF,J061038.7-230145,0608-230,92.661614,-23.029399,0.00000589,0.0001860,-0.2324,57096.8,53560.8,57971.2,3,200,0
ICRF,J061048.8+724853,0604+728,92.703639,72.814773,0.00003849,0.0001600,-0.0320,55529.5,49827.5,58032.8,6,133,0
ICRF,J061116.4+041349,0608+042,92.818492,4.230402,0.00001516,0.0005167,-0.3255,57592.6,57012.1,58144.4,3,224,0
ICRF,J061135.0-115545,0609-119,92.896105,-11.929397,0.00001308,0.0004106,0.0319,57017.3,53561.9,57875.7,3,128,0
ICRF,J061151.3-282759,0609-284,92.964022,-28.466625,0.00000863,0.0002820,-0.2741,57521.8,54818.7,58048.6,4,210,0
ICRF,J061210.3+622534,0607+624,93.043021,62.426115,0.00005139,0.0002764,0.5102,57093.5,54112.8,57951.4,3,187,0
ICRF,J061228.6-433748,0610-436,93.119189,-43.630106,0.00002121,0.0006760,0.3987,56295.2,52306.7,57809.9,4,64,0
ICRF,J061229.6-313858,0610-316,93.123602,-31.649499,0.00001171,0.0005245,0.1826,56992.2,53134.5,58015.8,3,114,0
ICRF,J061251.1+412237,0609+413,93.213272,41.377058,0.00000778,0.0001235,-0.1754,55224.2,50242.8,57836.8,3,288,0
ICRF,J061336.3+170824,0610+171,93.401500,17.140263,0.00001049,0.0002730,0.3262,54750.0,52409.7,56809.7,4,137,0
ICRF,J061350.1+260436,0610+260,93.458913,26.076867,0.00000792,0.0000963,-0.1340,52839.4,50065.8,57962.8,21,331,0
ICRF,J061357.6+130645,0611+131,93.490386,13.112611,0.00000322,0.0000868,-0.1667,52713.7,47394.1,56470.7,39,1203,0
ICRF,J061417.2-253653,0612-255,93.571712,-25.614868,0.00000657,0.0002077,-0.2958,56145.6,53560.8,57971.2,3,254,0
ICRF,J061423.8+604621,0609+607,93.599442,60.772710,0.00000596,0.0000496,-0.1904,52366.1,45466.3,57464.8,38,1829,0
ICRF,J061449.1+510213,0610+510,93.704831,51.036977,0.00001614,0.0001583,-0.0965,55027.6,50306.3,58015.8,4,221,0
ICRF,J061504.0+481904,0611+483,93.766889,48.317980,0.00001275,0.0001456,0.1824,55496.2,50306.3,57836.8,3,280,0
ICRF,J061519.2-311721,0613-312,93.830049,-31.289327,0.00001690,0.0006424,-0.1057,57470.0,56879.0,58036.5,3,130,0
ICRF,J061607.9-030648,0613-030,94.033089,-3.113570,0.00000880,0.0002936,-0.0946,56986.8,53523.9,57920.8,3,261,0
ICRF,J061635.9-345616,0614-349,94.149920,-34.937936,0.00003509,0.0013436,-0.3566,56676.8,48766.9,58023.3,5,90,0
ICRF,J061641.8-104108,0614-106,94.174198,-10.685682,0.00000799,0.0002548,-0.1210,56724.7,53552.8,57875.7,3,147,0
ICRF,J061702.0-220028,0614-219,94.258511,-22.007826,0.00000701,0.0002236,-0.2757,56384.2,53552.8,57971.2,3,233,0
ICRF,J061716.9+570116,0613+570,94.320511,57.021229,0.00000397,0.0000325,-0.0517,57187.6,49577.0,58200.8,164,8771,0
ICRF,J061732.3-363414,0615-365,94.384702,-36.570791,0.00013294,0.0037941,-0.3910,56335.7,48766.9,58023.3,6,43,0
ICRF,J061733.4-171525,0615-172,94.389244,-17.256968,0.00001046,0.0003411,0.0626,57055.0,53573.0,57875.7,3,132,0
ICRF,J061756.9+781607,0610+782,94.487220,78.268721,0.00004925,0.0001370,0.3171,56069.5,53523.9,58015.8,3,237,0
ICRF,J061808.2+462016,0614+463,94.534182,46.337837,0.00001348,0.0001656,0.1946,56450.1,53560.8,57836.8,3,281,0
ICRF,J061808.6+420759,0614+421,94.535916,42.133291,0.00001074,0.0001458,-0.0303,56917.0,54088.1,57836.8,3,238,0
ICRF,J061809.3-141846,0615-142,94.538903,-14.312921,0.00000797,0.0002915,-0.1712,57678.1,57047.0,58048.6,3,173,0
ICRF,J061822.6-242637,0616-244,94.594397,-24.443874,0.00001092,0.0003535,-0.5742,57419.7,55371.8,58048.6,3,175,0
ICRF,J061830.1-784302,0621-786,94.625661,-78.717261,0.00005486,0.0001487,-0.2651,57481.7,54723.8,58059.7,6,75,0
ICRF,J061904.1-114054,0616-116,94.767094,-11.681914,0.00000635,0.0002089,-0.1872,56112.4,53153.2,57901.9,3,180,0
ICRF,J061909.9+073641,0616+076,94.791546,7.611450,0.00000944,0.0002389,-0.0979,57266.3,53126.1,58159.9,4,267,0
ICRF,J062019.5+210229,0617+210,95.081369,21.041540,0.00000799,0.0002219,-0.3812,55882.3,50085.5,57875.7,7,308,0
ICRF,J062029.3-282736,0618-284,95.122328,-28.460024,0.00000680,0.0002117,-0.1446,56468.4,53503.7,57978.6,3,258,0
ICRF,J062032.1-251517,0618-252,95.133821,-25.254857,0.00000596,0.0001862,0.1539,54118.3,50632.3,57978.6,4,300,0
ICRF,J062110.3-060954,0618-061,95.293185,-6.165057,0.00001737,0.0005817,-0.2818,57513.1,53523.9,57920.8,3,178,0
ICRF,J062118.7+760504,0614+761,95.328301,76.084599,0.00006433,0.0001620,-0.0623,57608.6,49827.5,58137.6,4,252,0
ICRF,J062228.5-192718,0620-194,95.618905,-19.455051,0.00000941,0.0003366,-0.1067,57313.3,54112.8,57901.9,3,119,0
ICRF,J062252.2+332610,0619+334,95.717592,33.436225,0.00000878,0.0001710,-0.2106,56553.3,53573.0,57872.7,3,256,0
ICRF,J062257.9-010927,0620-011,95.741427,-1.157533,0.00000909,0.0003217,-0.0904,57236.0,53153.2,57920.8,4,233,0
ICRF,J062307.6-643620,0622-645,95.782068,-64.605756,0.00003824,0.0004057,0.2795,57686.1,57597.7,57988.7,3,54,0
ICRF,J062317.8+224135,0620+227,95.824223,22.693271,0.00003753,0.0006160,0.0996,56706.1,50156.3,57901.9,4,79,0
ICRF,J062321.7+584901,0618+588,95.840747,58.817188,0.00001948,0.0001327,-0.1037,55684.3,49577.0,58015.8,3,192,0
ICRF,J062328.9+383049,0620+385,95.870582,38.513836,0.00000754,0.0001320,-0.0093,56444.3,53560.8,57872.7,3,283,0
ICRF,J062331.7-441302,0622-441,95.882443,-44.217374,0.00002598,0.0007118,-0.2998,55853.2,48162.4,57836.8,5,56,0
ICRF,J062356.5+455439,0620+459,95.985466,45.910975,0.00001523,0.0001708,0.2128,56366.5,50306.3,57840.3,3,231,0
ICRF,J062401.6-010328,0621-010,96.007021,-1.057818,0.00001120,0.0004136,-0.2201,57403.1,53503.7,57920.8,3,218,0
ICRF,J062419.0+385648,0620+389,96.079255,38.946871,0.00000415,0.0000581,-0.1433,53504.2,49391.7,57855.7,26,1211,0
ICRF,J062518.2+444001,0621+446,96.326106,44.667118,0.00000724,0.0000957,0.0531,55681.2,50306.3,57840.3,4,325,0
ICRF,J062545.9+144019,0622+147,96.441343,14.672151,0.00001812,0.0005217,-0.2014,56292.1,52409.7,57836.8,3,115,0
ICRF,J062552.2-543850,0624-546,96.467628,-54.647418,0.00001656,0.0003019,0.1058,57988.7,57988.7,57988.7,1,20,0
ICRF,J062603.0+820225,0615+820,96.512526,82.040436,0.00002090,0.0000448,-0.0063,52540.7,47019.9,57872.7,52,1692,0
ICRF,J062633.4-151236,0624-151,96.639420,-15.210012,0.00001456,0.0004579,0.2477,57708.2,57047.0,58048.6,3,174,0
ICRF,J062706.7-352915,0625-354,96.778039,-35.487594,0.00001021,0.0003882,-0.2183,56133.6,54489.7,57776.0,3,131,0
ICRF,J062738.2+032459,0625+034,96.909515,3.416524,0.00000951,0.0002578,-0.2562,57378.7,52940.7,58159.9,5,261,0
ICRF,J062839.6-671247,0628-671,97.165033,-67.213168,0.00007527,0.0008163,0.4909,54723.8,54723.8,54723.8,1,6,0
ICRF,J062843.2-280519,0626-280,97.180329,-28.088718,0.00000877,0.0002815,-0.1021,55978.2,53552.8,57978.6,4,243,0
ICRF,J062850.3+283550,0625+286,97.209662,28.597341,0.00000818,0.0001541,0.1628,57137.9,53523.9,57901.9,3,229,0
ICRF,J062857.4-624844,0628-627,97.239533,-62.812429,0.00004910,0.0002003,-0.2042,56868.9,52887.6,58101.7,6,76,0
ICRF,J062923.7-195919,0627-199,97.349008,-19.988812,0.00000239,0.0000345,0.0566,56649.6,50632.3,58197.7,236,5904,0
ICRF,J062939.2+152756,0626+154,97.413448,15.465831,0.00001796,0.0004375,-0.1804,57419.9,56809.7,57836.8,2,170,0
ICRF,J062955.0-050500,0627-050,97.479295,-5.083353,0.00001516,0.0004929,-0.1057,57270.4,53503.7,57944.2,3,218,0
ICRF,J063007.2+173812,0627+176,97.530244,17.636925,0.00000634,0.0001606,-0.0529,53722.1,50085.5,57836.8,4,383,0
ICRF,J063053.9-132334,0628-133,97.724596,-13.392915,0.00000794,0.0002656,-0.1991,56117.2,53153.2,57905.2,3,175,0
ICRF,J063101.0+202059,0628+203,97.754427,20.349781,0.00001026,0.0002163,0.2135,53388.0,50085.5,57359.8,4,259,0
ICRF,J063111.9-415426,0629-418,97.799992,-41.907485,0.00000895,0.0002099,0.1411,53934.5,47626.5,57967.7,44,323,0
ICRF,J063120.2-141031,0629-141,97.834276,-14.175484,0.00000552,0.0001878,-0.1731,56068.4,53523.9,57905.2,3,245,0
ICRF,J063134.6+531127,0627+532,97.894522,53.191042,0.00001974,0.0001652,0.1252,56158.2,49577.0,57776.0,3,188,0
ICRF,J063201.6-125032,0629-128,98.006853,-12.842439,0.00000760,0.0002588,-0.1087,57126.3,54088.1,57905.2,3,158,0
ICRF,J063206.5-261414,0630-261,98.027091,-26.237232,0.00000772,0.0002675,-0.3286,57375.1,53552.8,58101.7,6,234,0
ICRF,J063230.7+320053,0629+320,98.128262,32.014898,0.00000838,0.0001550,0.0535,56883.3,50219.8,57875.7,4,227,0
ICRF,J063243.1+155957,0629+160,98.179731,15.999339,0.00000565,0.0001384,-0.0386,54076.4,50085.5,57840.3,8,349,0
ICRF,J063326.7-222322,0631-223,98.361472,-22.389543,0.00000770,0.0002758,0.1922,55627.4,53134.5,58015.8,3,183,0
ICRF,J063334.4+364249,0630+367,98.393383,36.713818,0.00000917,0.0001642,-0.0045,56831.8,53573.0,57875.7,3,237,0
ICRF,J063352.2+494345,0630+497,98.467528,49.729423,0.00002198,0.0002072,-0.0784,56070.3,50306.3,57840.3,3,246,0
ICRF,J063427.6+255053,0631+258,98.615416,25.848089,0.00011282,0.0020998,0.2924,57943.5,57925.7,57974.7,2,22,0
ICRF,J063459.0-233511,0632-235,98.745838,-23.586655,0.00000308,0.0000433,0.0331,55948.0,53503.7,58155.7,108,1920,0
ICRF,J063511.0-182126,0632-183,98.795888,-18.357289,0.00002441,0.0008125,-0.5604,57165.7,54601.7,58048.6,3,135,0
ICRF,J063519.4-262055,0633-26B,98.830901,-26.348811,0.00001878,0.0006154,-0.7571,56942.6,54559.7,58048.6,3,121,0
ICRF,J063520.9-262039,0633-263,98.837121,-26.344408,0.00001640,0.0007169,-0.0805,56035.9,53560.8,58015.8,4,82,0
ICRF,J063540.8-582710,0634-584,98.920125,-58.452854,0.00005348,0.0009491,0.5050,54723.8,54723.8,54723.8,1,7,0
ICRF,J063546.5-751616,0637-752,98.943783,-75.271338,0.00000860,0.0000317,-0.0648,55069.0,47626.5,58036.7,693,18185,0
ICRF,J063600.6-211312,0633-211,99.002507,-21.220056,0.00000773,0.0002462,0.1829,55809.8,53561.9,57776.0,3,224,0
ICRF,J063611.0+500959,0632+502,99.045902,50.166563,0.00002233,0.0002331,-0.1918,55093.1,49577.0,57776.0,4,164,0
ICRF,J063648.3-054707,0634-057,99.201373,-5.785429,0.00000610,0.0002098,-0.2429,56300.8,53523.9,57944.2,3,264,0
ICRF,J063707.6-105252,0634-108,99.281995,-10.881139,0.00001225,0.0004188,-0.1966,57727.6,57047.0,58048.6,3,176,0
ICRF,J063708.8-294238,0635-296,99.286918,-29.710769,0.00001534,0.0004905,-0.2665,56549.1,54112.8,57776.0,3,116,0
ICRF,J063743.3+812527,0627+814,99.430736,81.424359,0.00016110,0.0002466,0.2677,57382.0,53561.9,57872.7,3,174,0
ICRF,J063746.4-353648,0635-355,99.443370,-35.613438,0.00003058,0.0011819,-0.1819,57286.0,52306.7,58023.3,5,82,0
ICRF,J063751.0+145857,0634+150,99.462718,14.982579,0.00001605,0.0004121,0.2075,53310.4,50085.5,56809.7,4,158,0
ICRF,J063755.9+332206,0634+334,99.483085,33.368403,0.00002055,0.0003684,0.1106,57137.6,55776.7,57875.7,2,182,0
ICRF,J063802.8+593322,0633+595,99.511966,59.556171,0.00001077,0.0000765,0.0315,55361.4,49577.0,57776.0,4,351,0
ICRF,J063814.1+245850,0635+250,99.558849,24.980613,0.00002294,0.0004513,0.0078,57563.6,56875.5,57901.9,2,182,0
ICRF,J063858.2-084514,0636-087,99.742705,-8.753975,0.00001028,0.0003396,-0.0569,57714.6,57047.0,57944.2,2,168,0
ICRF,J063910.9+021130,0636+022,99.795609,2.191857,0.00001534,0.0004317,-0.2683,58159.9,58159.9,58159.9,1,80,0
ICRF,J063920.9-334600,0637-337,99.837103,-33.766698,0.00001334,0.0002338,0.1867,52812.6,48865.8,55810.6,25,186,0
ICRF,J063921.9+732458,0633+734,99.841505,73.416122,0.00001972,0.0000841,0.0167,55461.1,49827.5,58137.6,4,375,0
ICRF,J063928.7-214157,0637-216,99.869690,-21.699390,0.00001793,0.0006216,-0.0826,56556.9,53560.8,57776.0,3,129,0
ICRF,J064007.1-125315,0637-128,100.029927,-12.887614,0.00003016,0.0009408,-0.0253,57534.2,56809.7,58048.6,3,142,0
ICRF,J064145.1+094704,0639+098,100.438324,9.784536,0.00007002,0.0010927,-0.0884,57385.2,53503.7,58159.9,7,61,0
ICRF,J064151.1-032048,0639-032,100.463054,-3.346828,0.00000314,0.0000479,0.0385,57129.7,52409.7,58101.7,22,831,0
ICRF,J064204.2+675835,0636+680,100.517739,67.976561,0.00000717,0.0000416,-0.1427,53805.5,48357.8,58151.8,85,2967,0
ICRF,J064206.1+881155,0603+882,100.525565,88.198615,0.00019833,0.0001115,0.0780,57344.7,53561.9,57872.7,4,350,0
ICRF,J064225.0+112832,0639+115,100.604233,11.475807,0.00005723,0.0009509,0.2926,56900.4,53523.9,58023.3,4,63,0
ICRF,J064227.8+524759,0638+528,100.615925,52.799798,0.00001564,0.0001453,-0.2173,56415.6,53573.0,57776.0,3,248,0
ICRF,J064258.1+350918,0639+352,100.742248,35.155105,0.00000753,0.0001543,-0.0346,56946.1,53561.9,57875.7,4,347,0
ICRF,J064307.4-245121,0641-248,100.781121,-24.855920,0.00001016,0.0003234,0.3550,56363.8,54088.1,57776.0,3,173,0
ICRF,J064322.0+072452,0640+074,100.841972,7.414568,0.00001969,0.0004516,0.4407,57404.4,53503.7,58204.3,4,190,0
ICRF,J064326.4+085738,0640+090,100.860188,8.960559,0.00005558,0.0007034,-0.2011,56955.0,53134.5,58204.3,6,70,0
ICRF,J064332.3-133549,0641-135,100.884841,-13.597189,0.00000562,0.0001775,0.1063,56056.9,53503.7,57915.1,3,247,0
ICRF,J064359.8+123818,0641+126,100.999398,12.638363,0.00001092,0.0003202,-0.2922,57552.7,56749.7,57840.3,3,190,0
ICRF,J064425.2-345941,0642-349,101.105338,-34.994986,0.00001255,0.0004128,-0.0385,55677.4,52306.7,57776.0,3,104,0
ICRF,J064428.0-671257,0644-671,101.116850,-67.215933,0.00002043,0.0001720,0.0989,57443.5,57153.0,57988.7,5,55,0
ICRF,J064444.8+291104,0641+292,101.186733,29.184449,0.00001911,0.0003248,0.0422,57310.6,54112.8,57901.9,3,206,0
ICRF,J064453.7+391447,0641+392,101.223790,39.246537,0.00000284,0.0000353,0.1526,56368.0,50242.8,58205.8,288,9129,0
ICRF,J064524.0+212151,0642+214,101.350415,21.364222,0.00000704,0.0001095,-0.3551,51214.3,47718.4,57876.7,23,296,0
ICRF,J064547.2+054122,0643+057,101.446986,5.689553,0.00002694,0.0006031,0.3809,57224.4,53552.8,58204.3,4,120,0
ICRF,J064615.2+304123,0643+307,101.563492,30.689898,0.00001340,0.0002157,0.1227,56394.7,50219.8,57901.9,3,208,0
ICRF,J064630.9-390339,0644-390,101.628835,-39.060863,0.00002059,0.0009075,0.1316,56451.7,53134.5,57771.0,4,105,0
ICRF,J064632.0+445116,0642+449,101.633442,44.854608,0.00000285,0.0000304,-0.0289,54499.8,45466.3,58200.8,1591,165605,0
ICRF,J064716.0+544612,0643+548,101.816857,54.770209,0.00002974,0.0002413,-0.1225,57512.1,57135.7,57771.0,2,184,0
ICRF,J064729.9-160527,0645-160,101.874862,-16.090933,0.00000591,0.0001883,-0.0039,56294.9,53523.9,57915.1,3,228,0
ICRF,J064814.0-304419,0646-306,102.058735,-30.738794,0.00000267,0.0000379,-0.0543,57142.5,47640.2,58204.3,253,6910,0
ICRF,J064828.4-174405,0646-176,102.118744,-17.734844,0.00000644,0.0002034,0.2933,56114.7,53552.8,57920.8,3,216,0
ICRF,J064832.7+205308,0645+209,102.136308,20.885812,0.00000845,0.0002093,0.0037,56894.3,54314.7,57905.2,3,257,0
ICRF,J064847.1+490720,0644+491,102.196328,49.122425,0.00001554,0.0001770,0.0644,57195.0,50306.3,57840.3,3,231,0
ICRF,J064848.4-473427,0647-475,102.201875,-47.574220,0.00037359,0.0105342,-0.0091,56355.1,48766.9,57836.8,5,23,0
ICRF,J064914.1-410853,0647-410,102.308796,-41.148065,0.00009053,0.0040584,-0.4684,57026.7,55413.8,58023.3,3,52,0
ICRF,J065024.5-163739,0648-165,102.602424,-16.627702,0.00000215,0.0000315,-0.0493,56498.1,46875.8,58204.7,466,24219,0
ICRF,J065025.6-015222,0647-018,102.607076,-1.872824,0.00000730,0.0002524,-0.0796,57145.0,53126.1,57951.4,3,175,0
ICRF,J065031.2+600144,0646+600,102.630226,60.029043,0.00001444,0.0000994,0.1782,54788.7,49577.0,57951.4,3,259,0
ICRF,J065032.9-284917,0648-287,102.637199,-28.821626,0.00001323,0.0003828,-0.4104,57340.7,54601.7,58048.6,3,148,0
ICRF,J065038.1+035808,0647+040,102.658892,3.969011,0.00001034,0.0002879,0.2192,56761.3,53552.8,57771.0,3,206,0
ICRF,J065045.1-084000,0648-086,102.688230,-8.666717,0.00000983,0.0003169,-0.0423,57004.2,53503.7,57951.4,3,166,0
ICRF,J065046.4+250259,0647+251,102.693709,25.049896,0.00003140,0.0005714,-0.2445,58170.7,58170.7,58170.7,1,49,0
ICRF,J065048.1+561634,0646+563,102.700794,56.276247,0.00001461,0.0001209,-0.2590,56522.9,53561.9,57771.0,3,240,0
ICRF,J065158.1-210111,0649-209,102.992167,-21.019977,0.00000515,0.0001670,-0.1006,55989.1,53719.8,57771.0,3,223,0
ICRF,J065300.5-062532,0650-063,103.252490,-6.425750,0.00000544,0.0001823,-0.2590,56475.4,53552.8,57951.4,3,233,0
ICRF,J065324.5+235325,0650+239,103.352445,23.890489,0.00001180,0.0001886,-0.3860,57986.2,57674.7,58036.5,5,168,0
ICRF,J065327.4+050851,0650+052,103.364515,5.147517,0.00001883,0.0004973,0.2538,57078.1,53523.9,57804.9,3,130,0
ICRF,J065346.3+231345,0650+232,103.443220,23.229270,0.00005325,0.0009324,-0.4074,58170.7,58170.7,58170.7,1,45,0
ICRF,J065357.8-192939,0651-194,103.490857,-19.494355,0.00000672,0.0002246,0.2192,56066.2,53503.7,57920.8,3,217,0
ICRF,J065358.2+370540,0650+371,103.492845,37.094613,0.00000485,0.0000644,-0.0230,53640.8,48348.6,58043.7,45,711,0
ICRF,J065422.0+504223,0650+507,103.592055,50.706631,0.00001327,0.0001390,-0.1204,56205.2,53573.0,57771.0,3,274,0
ICRF,J065423.7+451423,0650+453,103.598807,45.239874,0.00000771,0.0000987,-0.0383,55398.4,50306.3,57872.7,3,279,0
ICRF,J065510.0+410010,0651+410,103.791770,41.002822,0.00000644,0.0001082,-0.1555,53777.2,50242.8,57927.8,10,381,0
ICRF,J065548.7-241620,0653-242,103.953201,-24.272443,0.00001365,0.0004209,0.3973,56823.4,53153.2,57771.0,3,149,0
ICRF,J065610.6+423702,0652+426,104.044425,42.617431,0.00001527,0.0002182,0.2000,57663.3,57219.8,57872.7,2,184,0
ICRF,J065611.1-032306,0653-033,104.046336,-3.385217,0.00000445,0.0001348,-0.1412,56176.0,53134.5,57951.4,3,260,0
ICRF,J065640.8+320932,0653+322,104.170371,32.159041,0.00000842,0.0001539,0.0159,57025.2,54112.8,57901.9,3,228,0
ICRF,J065659.1+031553,0654+033,104.246583,3.264845,0.00002083,0.0005405,0.1939,57443.0,53153.2,57804.9,3,170,0
ICRF,J065705.6+242355,0654+244,104.273648,24.398721,0.00000910,0.0000913,-0.0487,53978.4,50085.5,58197.7,8,247,0
ICRF,J065712.5+574156,0652+577,104.302089,57.699098,0.00003317,0.0002237,0.3336,57406.2,49577.0,57771.0,3,166,0
ICRF,J065755.2+131353,0655+132,104.480350,13.231648,0.00002316,0.0005727,0.1404,57486.5,56809.7,58036.5,3,129,0
ICRF,J065820.9-364247,0656-366,104.587189,-36.713134,0.00003308,0.0011788,-0.0740,57466.0,56879.0,58036.5,3,104,0
ICRF,J065903.2-062110,0656-062,104.763550,-6.352943,0.00002880,0.0008281,0.0713,57224.3,53126.1,57971.2,3,127,0
ICRF,J065917.9+081330,0656+082,104.824983,8.225265,0.00000212,0.0000364,-0.3147,55886.0,49914.7,58197.7,992,19866,0
ICRF,J065949.9-274518,0657-276,104.957987,-27.755142,0.00001327,0.0004055,0.2661,56065.8,53560.8,57771.0,3,192,0
ICRF,J070001.5+170921,0657+172,105.006356,17.156028,0.00000214,0.0000309,-0.0389,56129.9,47655.8,58205.8,564,37074,0
ICRF,J070106.6+693629,0655+696,105.277570,69.608172,0.00003651,0.0001360,0.0976,56324.1,49827.5,57951.4,3,191,0
ICRF,J070134.5-463436,0700-465,105.393944,-46.576840,0.00008945,0.0017595,0.0409,56564.3,48162.4,58023.3,7,45,0
ICRF,J070231.7+264411,0659+268,105.632462,26.736396,0.00000707,0.0001903,-0.0201,56060.0,50219.8,57905.2,3,232,0
ICRF,J070232.8+854952,0645+858,105.636739,85.831244,0.00014256,0.0001508,-0.0391,57017.2,50688.3,57875.7,3,242,0
ICRF,J070235.7-101506,0700-101,105.648987,-10.251783,0.00000834,0.0002478,0.4211,55996.5,53126.1,57920.8,3,220,0
ICRF,J070240.4-284150,0700-286,105.668344,-28.697236,0.00001541,0.0005723,-0.4113,56311.0,53503.7,57804.9,3,163,0
ICRF,J070242.9-195122,0700-197,105.678753,-19.856121,0.00000241,0.0000345,-0.0454,57079.6,53552.8,58186.8,193,6433,0
ICRF,J070246.2+544435,0658+548,105.692762,54.743259,0.00002694,0.0002517,0.1881,56831.5,53126.1,57804.9,3,174,0
ICRF,J070319.0-005103,0700-007,105.829528,0.850877,0.00000475,0.0001390,0.1151,56477.0,53134.5,57974.7,4,289,0
ICRF,J070406.2-130722,0701-130,106.025984,-13.122867,0.00003215,0.0007564,0.1689,56566.3,53561.9,57920.8,3,96,0
ICRF,J070409.5+470056,0700+470,106.039826,47.015567,0.00001683,0.0002115,-0.3941,56047.3,50306.3,57872.7,3,251,0
ICRF,J070544.5+395832,0702+400,106.435510,39.975562,0.00001278,0.0002566,-0.1340,56837.6,54112.8,57901.9,3,228,0
ICRF,J070633.5-231137,0704-231,106.639658,-23.193847,0.00003282,0.0010032,-0.2221,57283.9,54943.7,58023.3,4,63,0
ICRF,J070643.0-412223,0705-412,106.679416,-41.373276,0.00008298,0.0045212,0.0341,56595.5,55112.7,58023.3,3,39,0
ICRF,J070700.6+611011,0702+612,106.752566,61.169891,0.00001696,0.0001009,0.1329,56831.3,49577.0,57971.2,3,228,0
ICRF,J070732.9+382213,0704+384,106.887125,38.370361,0.00005652,0.0006393,0.1100,57887.2,57219.8,58036.5,3,114,0
ICRF,J070803.3-142115,0705-142,107.014065,-14.354393,0.00001848,0.0004761,-0.0148,56295.2,52409.7,57944.2,3,153,0
ICRF,J070824.4+345542,0705+350,107.101866,34.928365,0.00001382,0.0002894,-0.0423,57330.4,54088.1,57905.2,3,197,0
ICRF,J070909.2+373753,0705+377,107.288427,37.631439,0.00000884,0.0001509,0.1496,56489.0,53573.0,57905.2,3,279,0
ICRF,J070945.0-025517,0707-028,107.437728,-2.921527,0.00000508,0.0001540,0.0851,56533.3,53560.8,57971.2,3,279,0
ICRF,J071043.6-385037,0709-387,107.681818,-38.843621,0.00001748,0.0006764,0.3463,56281.2,52306.7,57771.0,4,120,0
ICRF,J071044.3+422055,0707+424,107.684692,42.348623,0.00001173,0.0001489,-0.0911,56833.6,50242.8,57875.7,3,207,0
ICRF,J071046.1+473211,0707+476,107.692104,47.536429,0.00000336,0.0000361,-0.0202,55821.6,44343.6,58137.6,83,4736,0
ICRF,J071046.6-203323,0708-204,107.694261,-20.556650,0.00001825,0.0005853,0.5567,56990.2,53561.9,57804.9,3,129,0
ICRF,J071100.1-135931,0708-139,107.750566,-13.992018,0.00001129,0.0003864,0.2705,57470.0,56875.5,57944.2,2,160,0
ICRF,J071147.3+004819,0709+008,107.947190,0.805485,0.00019228,0.0032722,0.3817,57376.5,52940.7,58023.3,4,38,0
