ICRF Designation,IERS Des.,Inf.,RA,Dec,dRA,dDec,Corr.,Mean,First,Last,Nbs,Nbd,Nbr
ICRF,J000020.3-322101,2357-326,0.085000,-32.350343,0.00000804,0.0002624,-0.0602,56559.8,52306.7,57776.0,4,237,0
ICRF,J000027.0+030715,2357+028,0.112594,3.121013,0.00005931,0.0003421,-0.0119,57974.7,57974.7,57974.7,1,28,0
ICRF,J000053.0+405401,2358+406,0.221171,40.900503,0.00001504,0.0002670,-0.1654,56460.2,50242.8,57809.9,3,152,0
ICRF,J000105.3-155107,2358-161,0.272203,-15.851965,0.00000702,0.0002261,-0.2106,56338.4,50632.3,58137.6,4,316,0
ICRF,J000107.0+605122,2358+605,0.279583,60.856333,0.00003378,0.0001948,0.1619,57160.2,52306.7,57836.8,3,172,0
ICRF,J000108.6+191433,2358+189,0.285923,19.242723,0.00000260,0.0000472,-0.0314,55771.9,50085.5,58205.8,168,3584,0
ICRF,J000211.9-215309,2359-221,0.549923,-21.886074,0.00001333,0.0004673,-0.3427,57436.5,54818.7,57901.9,3,103,0
ICRF,J000315.9-194150,0000-199,0.816456,-19.697334,0.00000936,0.0002972,-0.1961,57450.5,54088.1,58137.6,4,251,0
ICRF,J000318.6-192722,0000-197,0.827813,-19.456210,0.00001445,0.0004265,-0.0430,55829.0,50632.3,58137.6,5,296,0
ICRF,J000319.3+212944,0000+212,0.830625,21.495697,0.00000660,0.0001735,-0.1114,55896.9,50085.5,57901.9,4,297,0
ICRF,J000327.2-154705,0000-160,0.863601,-15.784849,0.00001190,0.0004173,-0.3759,57656.7,54818.7,58137.6,4,242,0
ICRF,J000346.0+480704,0001+478,0.941840,48.117815,0.00004146,0.0005023,-0.1189,57351.7,50306.3,57836.8,3,131,0
ICRF,J000404.9-114858,0001-120,1.020479,-11.816218,0.00000496,0.0001484,-0.0974,55476.6,50576.2,58144.4,5,307,0
ICRF,J000416.1+461517,0001+459,1.067199,46.254992,0.00001117,0.0001408,0.0152,55487.8,50306.3,57836.8,3,273,0
ICRF,J000435.6-473619,0002-478,1.148565,-47.605446,0.00000655,0.0001076,0.2307,55601.6,49330.5,58024.8,62,443,0
ICRF,J000435.7+201942,0002+200,1.148993,20.328422,0.00000638,0.0001418,-0.0807,55620.3,52409.7,57901.9,4,237,0
ICRF,J000504.3+542824,0002+541,1.268181,54.473590,0.00001102,0.0001075,-0.0918,55527.4,49577.0,57840.3,4,269,0
ICRF,J000505.9-344549,0002-350,1.274688,-34.763793,0.00001603,0.0005179,0.1211,57461.4,56879.0,57776.0,3,141,0
ICRF,J000517.9-164804,0002-170,1.324724,-16.801300,0.00000902,0.0003081,-0.2133,56257.4,50632.3,58144.4,4,327,0
ICRF,J000520.2+052410,0002+051,1.334231,5.403001,0.00001101,0.0003145,-0.0590,56409.9,49914.7,57951.4,3,187,0
ICRF,J000557.1+382015,0003+380,1.488231,38.337541,0.00000395,0.0000509,-0.1368,52448.6,48720.9,57103.0,29,1778,0
ICRF,J000559.2+160949,0003+158,1.496824,16.163617,0.00000831,0.0002043,-0.1831,57705.7,57407.7,57840.3,2,196,0
ICRF,J000601.1-295550,0003-302,1.504681,-29.930583,0.00001728,0.0005524,0.3906,56952.2,52409.7,57901.9,3,153,0
ICRF,J000607.3+342220,0003+340,1.530761,34.372335,0.00000877,0.0002258,0.0295,57129.7,55916.7,57872.7,3,287,0
ICRF,J000613.8-062335,0003-066,1.557887,-6.393149,0.00000205,0.0000314,-0.0235,53974.4,47176.5,58205.8,1729,41822,0
ICRF,J000623.0+123553,0003+123,1.596067,12.598083,0.00000726,0.0001948,-0.0804,57078.5,54112.8,57872.7,3,214,0
ICRF,J000648.7+242236,0004+240,1.703289,24.376776,0.00000590,0.0001486,-0.0694,55947.2,50085.5,57901.9,4,266,0
ICRF,J000748.4+570610,0005+568,1.951953,57.102900,0.00001234,0.0001161,-0.1491,56962.9,49577.0,57840.3,3,156,0
ICRF,J000800.3-233918,0005-239,2.001540,-23.655042,0.00000840,0.0002402,-0.3094,54996.2,50632.3,58059.7,7,227,0
ICRF,J000800.8+114400,0005+114,2.003493,11.733549,0.00001124,0.0002650,-0.1790,56532.8,52409.7,57872.7,3,244,0
ICRF,J000826.2-255911,0005-262,2.109385,-25.986539,0.00001126,0.0003720,-0.0821,54851.8,50632.3,57901.9,4,220,0
ICRF,J000833.4+683722,0005+683,2.139470,68.622791,0.00007017,0.0003937,-0.1861,56517.9,49827.5,57836.8,4,103,0
ICRF,J000833.6-360125,0006-363,2.140255,-36.023620,0.00004035,0.0017253,0.6183,56837.2,53552.8,57776.0,4,104,0
ICRF,J000903.9+062821,0006+061,2.266383,6.472567,0.00000703,0.0001949,0.0741,55830.6,52409.7,57407.7,4,295,0
ICRF,J000904.1+400146,0006+397,2.267390,40.029640,0.00001184,0.0001599,-0.0222,55264.6,50242.8,57836.8,3,236,0
ICRF,J000935.5-321636,0007-325,2.398157,-32.276925,0.00001535,0.0004072,-0.5863,56919.9,54965.8,58048.6,4,157,0
ICRF,J000943.0+772442,0006+771,2.429550,77.411668,0.00008231,0.0002879,0.0470,57904.5,57869.7,57915.1,2,196,0
ICRF,J000948.2+760318,0007+757,2.450976,76.055046,0.00014956,0.0003906,0.4862,57908.4,57869.7,57920.8,2,132,0
ICRF,J000958.6+015755,0007+016,2.494407,1.965319,0.00009413,0.0017967,-0.0081,58170.7,58170.7,58170.7,1,32,0
ICRF,J001000.3-043348,0007-048,2.501619,-4.563474,0.00001020,0.0002788,0.1965,57146.8,57104.0,57152.0,4,156,0
ICRF,J001028.7+204749,0007+205,2.619763,20.797163,0.00000950,0.0002454,-0.1885,57488.9,56809.7,57901.9,2,238,0
ICRF,J001030.0+441242,0007+439,2.625194,44.211807,0.00001216,0.0001948,-0.0065,56820.9,54088.1,57836.8,3,245,0
ICRF,J001031.0+105829,0007+106,2.629191,10.974862,0.00000245,0.0000385,-0.0921,55813.0,47288.7,58144.4,90,4042,0
ICRF,J001033.9+172418,0007+171,2.641628,17.405211,0.00000418,0.0000714,-0.0909,51818.3,47931.6,57103.0,43,1255,0
ICRF,J001034.9-305415,0008-311,2.645457,-30.904250,0.00001897,0.0006166,-0.0844,56676.9,55966.8,57804.9,2,132,0
ICRF,J001035.7-302747,0008-307,2.648926,-30.463172,0.00000896,0.0002712,0.1617,56802.7,52306.7,57804.9,3,145,0
ICRF,J001045.1-294513,0008-300,2.688239,-29.753661,0.00001361,0.0006079,-0.0561,56610.0,54088.1,57905.2,3,130,0
ICRF,J001052.5-415310,0008-421,2.718823,-41.886327,0.00003465,0.0010446,-0.2101,56510.8,48162.4,58137.6,11,106,0
ICRF,J001053.6-215704,0008-222,2.723542,-21.951172,0.00000594,0.0001971,-0.0105,54306.7,50632.3,57905.2,4,287,0
ICRF,J001101.2-261233,0008-264,2.755195,-26.209271,0.00000255,0.0000360,-0.1776,57115.3,47686.1,58204.3,377,6779,0
ICRF,J001130.4+005751,0008+006,2.876680,0.964410,0.00000642,0.0001960,0.0189,57596.7,56818.4,57971.2,2,197,0
ICRF,J001131.9+704531,0008+704,2.882928,70.758785,0.00002209,0.0000909,0.2383,55202.0,49827.5,57920.8,3,334,0
ICRF,J001135.2+082355,0009+081,2.896957,8.398774,0.00000489,0.0001180,-0.1832,56187.3,49914.7,57971.2,5,326,0
ICRF,J001140.4-143404,0009-148,2.918566,-14.567954,0.00000864,0.0002600,-0.0024,57176.2,54112.8,58144.4,4,295,0
ICRF,J001229.3+470434,0009+467,3.122095,47.076316,0.00001150,0.0001496,-0.1100,56902.2,53573.0,57840.3,3,233,0
ICRF,J001237.6+655110,0009+655,3.156961,65.853007,0.00009750,0.0006111,-0.0659,57022.1,53153.2,57836.8,3,99,0
ICRF,J001247.3+335338,0010+336,3.197426,33.894020,0.00001134,0.0002459,-0.1592,56709.4,53503.7,57872.7,3,180,0
ICRF,J001259.9-395426,0010-401,3.249624,-39.907238,0.00001040,0.0003203,0.4165,56050.7,52306.7,58030.7,6,158,0
ICRF,J001316.4+463608,0010+463,3.318704,46.602408,0.00001341,0.0001456,-0.1256,56359.6,50306.3,57840.3,3,235,0
ICRF,J001320.7-151347,0010-155,3.336257,-15.229940,0.00000894,0.0002711,0.0705,57446.4,54088.1,58159.9,4,284,0
ICRF,J001331.1+405137,0010+405,3.379709,40.860318,0.00000303,0.0000380,-0.1361,55697.0,48434.7,58204.3,77,4167,0
ICRF,J001354.1-042352,0011-046,3.475546,-4.397860,0.00000906,0.0001826,-0.2493,53669.3,50576.2,57373.7,4,170,0
ICRF,J001356.3+191041,0011+189,3.484901,19.178310,0.00000824,0.0002274,-0.0529,55493.4,50085.5,57872.7,4,291,0
ICRF,J001448.7+611743,0012+610,3.703301,61.295428,0.00002228,0.0001738,0.1781,57114.4,52409.7,57840.3,3,159,0
ICRF,J001502.4-181250,0012-184,3.760383,-18.214134,0.00000564,0.0001785,-0.0069,55320.7,50632.3,58159.9,5,393,0
ICRF,J001506.1+321613,0012+319,3.775614,32.270364,0.00000964,0.0001934,0.1075,55936.5,53523.9,57875.7,3,203,0
ICRF,J001525.8+080204,0012+077,3.857725,8.034503,0.00003526,0.0003360,0.1006,57974.7,57974.7,57974.7,1,54,0
ICRF,J001534.3-180725,0013-184,3.893019,-18.123774,0.00000902,0.0002969,-0.3326,57389.2,54112.8,58159.9,4,270,0
ICRF,J001605.7-234352,0013-240,4.023911,-23.731167,0.00001946,0.0006090,-0.4072,57441.7,56818.4,57905.2,2,136,0
ICRF,J001611.0-001512,0013-005,4.046202,0.253457,0.00000298,0.0000588,-0.1033,53733.1,47394.1,58137.6,106,1539,0
ICRF,J001708.4+813508,0014+813,4.285312,81.585593,0.00001390,0.0000306,-0.0241,52782.6,47023.7,58122.7,1307,72725,0
ICRF,J001735.8-051241,0015-054,4.399238,-5.211602,0.00001057,0.0001343,0.1498,56665.9,53561.9,57610.7,6,267,0
ICRF,J001736.9+145101,0015+145,4.403766,14.850522,0.00001888,0.0004824,0.1225,57687.2,57428.7,57872.7,2,158,0
ICRF,J001751.7+531219,0015+529,4.465666,53.205312,0.00001301,0.0001222,-0.3100,54814.3,49577.0,57840.3,3,220,0
ICRF,J001759.0-274821,0015-280,4.495858,-27.805993,0.00001181,0.0004070,-0.0154,56712.8,53573.0,57905.2,3,181,0
ICRF,J001922.8-220527,0016-223,4.845117,-22.091094,0.00000825,0.0002612,-0.4331,57963.8,57915.1,58048.6,3,147,0
ICRF,J001937.7+295601,0017+296,4.907460,29.933867,0.00003854,0.0007268,-0.3798,57427.5,56809.7,57905.2,2,133,0
ICRF,J001937.8+202145,0017+200,4.907727,20.362679,0.00000218,0.0000307,0.0286,57517.2,50085.5,58204.7,291,41577,0
ICRF,J001939.7+260252,0017+257,4.915752,26.047855,0.00000544,0.0001157,-0.1176,55258.1,50219.8,57428.7,5,290,0
ICRF,J001942.6-303119,0017-307,4.927814,-30.522041,0.00000707,0.0002148,-0.1324,56636.7,52306.7,58137.6,4,252,0
ICRF,J001945.7+732730,0016+731,4.940777,73.458338,0.00000711,0.0000304,-0.0411,55318.4,44343.6,58205.8,916,125817,0
ICRF,J002102.8+715020,0018+715,5.261724,71.839103,0.00003034,0.0001105,0.1617,56612.0,49827.5,57920.8,3,249,0
ICRF,J002127.3+731241,0018+729,5.364063,73.211648,0.00004697,0.0001757,0.1202,57251.6,49827.5,57920.8,3,175,0
ICRF,J002206.6+452533,0019+451,5.527547,45.426072,0.00000948,0.0001295,-0.1200,54976.0,50306.3,57840.3,4,308,0
ICRF,J002225.4+001456,0019-000,5.605941,0.248934,0.00001948,0.0006018,-0.1902,56709.1,50576.2,57971.2,3,142,0
ICRF,J002232.4+060804,0019+058,5.635172,6.134519,0.00000219,0.0000337,-0.0543,56666.9,47394.1,58200.8,375,7900,0
ICRF,J002335.4+445635,0020+446,5.897677,44.943266,0.00000920,0.0001317,-0.0619,56108.5,50306.3,57840.3,3,263,0
ICRF,J002400.6-081110,0021-084,6.002803,-8.186125,0.00001083,0.0003426,0.3549,56712.4,53153.2,57875.7,4,180,0
ICRF,J002421.5+464406,0021+464,6.089740,46.735064,0.00001025,0.0001550,0.0823,56092.3,50306.3,57872.7,3,273,0
ICRF,J002427.3+243926,0021+243,6.113877,24.657286,0.00001140,0.0002254,0.0243,54709.7,52409.7,57723.8,15,193,0
ICRF,J002442.9-420203,0022-423,6.179125,-42.034430,0.00002175,0.0004157,-0.4894,55766.0,48162.4,58137.6,13,112,0
ICRF,J002445.9-041201,0022-044,6.191597,-4.200430,0.00000817,0.0002233,0.0223,55443.4,50576.2,57875.7,5,210,0
ICRF,J002524.2-222747,0022-227,6.351031,-22.463221,0.00000745,0.0002454,0.1123,56360.5,54088.1,57915.1,3,240,0
ICRF,J002526.1+391935,0022+390,6.358990,39.326511,0.00000893,0.0001661,-0.1992,54915.6,50242.8,57875.7,3,202,0
ICRF,J002549.1-260212,0023-263,6.454818,-26.036837,0.00002336,0.0006586,0.3679,56282.8,52409.7,57915.1,3,123,0
ICRF,J002616.3-351248,0023-354,6.568280,-35.213553,0.00001245,0.0003650,-0.1093,57581.7,56879.0,58137.6,4,127,0
ICRF,J002641.7+350842,0024+348,6.673854,35.145075,0.00007443,0.0010653,-0.3357,56475.3,50219.8,57875.7,3,76,0
ICRF,J002651.4-111252,0024-114,6.714346,-11.214563,0.00002757,0.0007713,-0.0610,57051.6,53552.8,58159.9,4,181,0
ICRF,J002703.2+595852,0024+597,6.763692,59.981378,0.00001762,0.0001433,-0.0381,56376.2,49577.0,57872.7,4,205,0
ICRF,J002705.7+092957,0024+092,6.774140,9.499379,0.00000854,0.0002124,0.0601,56916.8,52306.7,57971.2,3,225,0
ICRF,J002715.3+224158,0024+224,6.814048,22.699463,0.00000921,0.0001639,-0.0696,54801.8,50085.5,57976.8,6,281,0
ICRF,J002742.2+451457,0025+449,6.926095,45.249188,0.00002755,0.0003861,-0.3629,57984.3,57785.7,58036.5,3,116,0
ICRF,J002829.8+200026,0025+197,7.124244,20.007429,0.00000267,0.0000427,-0.0349,56232.5,50085.5,58200.8,110,3009,0
ICRF,J002900.9-011341,0026-015,7.254108,-1.228267,0.00001036,0.0002952,0.1898,56464.9,53126.1,57875.7,3,147,0
ICRF,J002903.5+050934,0026+048,7.264968,5.159685,0.00001177,0.0003054,-0.1254,56457.7,49914.7,57978.6,3,201,0
ICRF,J002914.2+345632,0026+346,7.309344,34.942291,0.00002199,0.0002417,0.3337,51057.8,47011.4,57882.7,19,291,0
ICRF,J002945.8+055440,0027+056,7.441235,5.911309,0.00000640,0.0001673,-0.0812,54739.9,49914.7,57978.6,4,280,0
ICRF,J003014.4+703740,0027+703,7.560054,70.627795,0.00001656,0.0000819,0.1021,55124.6,49827.5,57944.2,3,364,0
ICRF,J003017.4-422446,0027-426,7.572886,-42.412912,0.00001317,0.0004046,-0.2297,56954.8,54943.7,58137.6,4,112,0
ICRF,J003031.8-021156,0027-024,7.632599,-2.198926,0.00000537,0.0001677,-0.0040,56152.0,53126.1,57901.9,4,230,0
ICRF,J003124.3-392249,0028-396,7.851381,-39.380380,0.00002644,0.0007482,-0.3823,57438.5,52306.7,58137.6,6,104,0
ICRF,J003156.4-142619,0029-147,7.985049,-14.438707,0.00000945,0.0002873,-0.2392,57173.3,53126.1,58204.3,5,310,0
ICRF,J003238.3+195353,0030+196,8.159743,19.898271,0.00011276,0.0019796,0.0819,57728.1,56809.7,58023.3,3,49,0
ICRF,J003443.4+275425,0032+276,8.681192,27.907145,0.00000736,0.0001590,-0.1017,55979.5,50219.8,57905.2,4,268,0
ICRF,J003443.9-005413,0032-011,8.683008,0.903621,0.00001082,0.0003252,0.2563,57398.6,56818.4,57901.9,2,155,0
ICRF,J003525.3+613030,0032+612,8.855461,61.508545,0.00001717,0.0001297,0.0140,56546.7,52620.7,57840.3,3,247,0
ICRF,J003544.0+143801,0033+143,8.933700,14.633881,0.00000643,0.0001775,0.0782,56780.7,54112.8,57875.7,3,256,0
ICRF,J003546.2-083554,0033-088,8.942710,-8.598345,0.00000893,0.0003085,-0.1883,56632.8,53523.9,57901.9,3,171,0
ICRF,J003635.1+143403,0033+142,9.146288,14.567672,0.00001086,0.0002551,-0.0548,56502.7,52409.7,57875.7,3,253,0
ICRF,J003714.8-214524,0034-220,9.311775,-21.756865,0.00001312,0.0003932,-0.4607,56705.2,54088.1,57915.1,3,129,0
ICRF,J003726.0+110950,0034+108,9.358506,11.164145,0.00000844,0.0001856,-0.0693,53983.1,49914.7,57855.7,5,295,0
ICRF,J003732.1+080813,0034+078,9.384155,8.136960,0.00000670,0.0001823,0.0192,56408.3,53561.9,57978.6,3,267,0
ICRF,J003736.7+393811,0034+393,9.403024,39.636610,0.00002088,0.0003363,-0.3138,57912.5,57785.7,58048.6,2,112,0
ICRF,J003746.1+365910,0035+367,9.442263,36.986356,0.00001522,0.0002720,0.2702,57089.1,50242.8,57875.7,3,155,0
ICRF,J003758.2+240711,0035+238,9.492916,24.119964,0.00002731,0.0006983,-0.6215,57187.3,54292.7,57905.2,3,155,0
ICRF,J003814.7-245902,0035-252,9.561398,-24.983954,0.00000282,0.0000434,-0.0355,55728.4,50632.3,58170.7,152,3106,0
ICRF,J003818.0+122731,0035+121,9.575069,12.458680,0.00000772,0.0002025,0.0529,56972.6,50085.5,57875.7,4,210,0
ICRF,J003820.5-020740,0035-024,9.585539,-2.127930,0.00000640,0.0002019,-0.2227,56184.9,54125.8,57901.9,3,202,0
ICRF,J003820.7-032958,0035-037,9.586643,-3.499712,0.00000802,0.0002700,-0.2397,56019.4,53573.0,57905.2,3,196,0
ICRF,J003824.8+413706,0035+413,9.603515,41.618333,0.00000339,0.0000420,-0.0010,54715.2,49422.9,58197.7,58,2522,0
ICRF,J003828.4+503525,0035+503,9.618390,50.590509,0.00001612,0.0001752,0.0486,57032.9,50306.3,57872.7,4,246,0
ICRF,J003829.9-212004,0036-216,9.624812,-21.334450,0.00001807,0.0005793,0.3223,55808.7,50632.3,57920.8,4,200,0
ICRF,J003906.2-094246,0036-099,9.776215,-9.713025,0.00000810,0.0002580,0.1410,57164.3,54088.1,57905.2,3,177,0
ICRF,J003916.9-185405,0036-191,9.820519,-18.901558,0.00001137,0.0004088,0.2577,57597.0,53560.8,58204.3,4,293,0
ICRF,J003939.6+141157,0037+139,9.915082,14.199321,0.00000659,0.0001684,-0.1997,53705.9,50085.5,57901.9,8,349,0
ICRF,J003946.9+490033,0037+487,9.945829,49.009215,0.00001034,0.0001390,0.1154,55589.2,50306.3,57872.7,3,299,0
ICRF,J004007.8-590352,0037-593,10.032705,-59.064657,0.00004952,0.0006610,0.2530,54222.5,52887.6,57988.7,6,35,0
ICRF,J004013.5+012546,0037+011,10.056356,1.429541,0.00000750,0.0002267,0.0135,57763.7,56879.0,58137.6,3,293,0
ICRF,J004017.5-324327,0037-329,10.073086,-32.724396,0.00000899,0.0003006,-0.0770,57195.5,52306.7,58144.4,5,233,0
ICRF,J004018.3+094241,0037+094,10.076268,9.711607,0.00009314,0.0035710,-0.6743,57953.0,57925.7,57974.7,2,27,0
ICRF,J004030.6-322520,0038-326,10.127729,-32.422314,0.00001853,0.0006291,0.0465,57066.4,52306.7,58144.4,5,196,0
ICRF,J004057.6-014632,0038-020,10.240048,-1.775563,0.00000552,0.0001578,0.0236,55680.8,50576.2,57576.8,5,298,0
ICRF,J004115.9+321107,0038+319,10.316392,32.185435,0.00001048,0.0001980,0.0403,57098.4,55454.7,57901.9,2,201,0
ICRF,J004117.2+133927,0038+133,10.321712,13.657646,0.00001124,0.0002806,0.0035,57210.8,54112.8,57901.9,3,220,0
ICRF,J004126.0-014315,0038-019,10.358370,-1.721023,0.00002186,0.0008131,-0.3693,57834.4,57359.8,58036.5,3,145,0
ICRF,J004204.5+232001,0039+230,10.518938,23.333628,0.00000341,0.0000683,-0.0940,52355.7,48919.9,57770.7,32,1126,0
ICRF,J004219.4+570836,0039+568,10.581049,57.143496,0.00001244,0.0001209,0.0022,54847.7,49577.0,57872.7,4,320,0
ICRF,J004244.3+100949,0040+098,10.684882,10.163669,0.00000573,0.0001436,-0.0218,55979.7,49914.7,57901.9,5,377,0
ICRF,J004426.6-842239,0044-846,11.111205,-84.377774,0.00006721,0.0001092,0.2836,57785.2,57153.0,58030.7,5,139,0
ICRF,J004442.2+185505,0042+186,11.175949,18.918065,0.00000976,0.0003067,-0.0445,56852.2,53126.1,57901.9,3,242,0
ICRF,J004450.7+680302,0041+677,11.211498,68.050746,0.00001858,0.0001101,-0.0603,56770.3,53560.8,57840.3,3,258,0
ICRF,J004512.0-370548,0042-373,11.300275,-37.096797,0.00000930,0.0003176,-0.2151,57650.7,57012.1,58144.4,5,174,0
ICRF,J004530.5-390002,0043-392,11.377121,-39.000814,0.00002860,0.0008989,-0.0870,57451.8,52409.7,58144.4,4,97,0
ICRF,J004607.8+245632,0043+246,11.532607,24.942368,0.00000497,0.0001179,-0.0758,56231.0,53126.1,57915.1,3,315,0
ICRF,J004613.7-263154,0043-268,11.557401,-26.531792,0.00001184,0.0003879,-0.1453,56685.5,54853.7,57920.8,2,144,0
ICRF,J004647.5+390047,0044+387,11.698243,39.013097,0.00000959,0.0001769,-0.0811,55672.2,50242.8,57901.9,3,220,0
ICRF,J004700.4+565742,0044+566,11.751787,56.961776,0.00001403,0.0001440,-0.0060,53854.0,49577.0,57872.7,4,314,0
ICRF,J004705.9+031954,0044+030,11.774661,3.331885,0.00000729,0.0002386,-0.3685,57955.1,57646.8,58137.6,5,343,0
ICRF,J004743.8+243515,0045+243,11.932797,24.587776,0.00000699,0.0001868,-0.2547,55418.1,50085.5,57915.1,4,299,0
ICRF,J004847.1+315725,0046+316,12.196423,31.956968,0.00000362,0.0000684,-0.1554,53454.2,50219.8,55299.7,26,981,0
ICRF,J004858.7+064006,0046+063,12.244680,6.668465,0.00001041,0.0002820,-0.0739,57217.2,53126.1,58137.6,5,253,0
ICRF,J004922.9-311627,0046-315,12.345420,-31.274257,0.00001656,0.0005080,-0.6244,57099.6,52306.7,58159.9,4,193,0
ICRF,J004937.9+512813,0046+511,12.408297,51.470470,0.00000737,0.0000833,-0.0472,55396.5,49577.0,57875.7,8,618,0
ICRF,J004943.2+023703,0047+023,12.430150,2.617716,0.00000359,0.0000919,-0.1408,56225.4,49914.7,58144.8,37,1522,0
ICRF,J004959.4-573827,0047-579,12.497804,-57.640928,0.00001074,0.0001160,0.2120,52801.2,47626.5,57988.7,43,225,0
ICRF,J005021.5-045220,0047-051,12.589728,-4.872388,0.00000643,0.0001991,0.0760,56088.1,50576.2,57905.2,3,202,0
ICRF,J005041.3-092905,0048-097,12.672156,-9.484781,0.00000207,0.0000313,-0.0503,52243.5,44773.8,58204.7,2131,49626,0
ICRF,J005108.2-065002,0048-071,12.784208,-6.833953,0.00000485,0.0001489,-0.2147,55629.2,50576.2,57915.1,3,267,0
ICRF,J005109.5-422633,0048-427,12.789591,-42.442581,0.00000386,0.0000555,-0.0367,56543.2,52306.7,58200.8,184,2359,0
ICRF,J005136.4+445935,0048+447,12.901974,44.993322,0.00001188,0.0001530,0.0255,56292.8,50306.3,57872.7,3,264,0
ICRF,J005205.5+003538,0049+003,13.023204,0.593930,0.00001414,0.0003333,-0.3832,58119.5,57974.7,58170.7,3,184,0
ICRF,J005227.8+440254,0049+437,13.115941,44.048477,0.00000929,0.0001295,-0.0225,55130.1,50242.8,57872.7,4,322,0
ICRF,J005232.8+862744,0046+861,13.136903,86.462292,0.00011079,0.0000867,-0.1713,57339.4,53573.0,58204.3,4,443,0
ICRF,J005252.5-282554,0050-287,13.218985,-28.431718,0.00001143,0.0003717,-0.2325,56879.9,53573.0,57920.8,3,155,0
ICRF,J005336.5-072729,0051-077,13.402149,-7.458228,0.00001018,0.0003276,-0.1310,57247.8,53560.8,57915.1,3,205,0
ICRF,J005344.3+292507,0051+291,13.434681,29.418639,0.00000747,0.0001586,-0.1830,57448.4,56463.8,57915.1,2,199,0
ICRF,J005417.6+681111,0051+679,13.573424,68.186438,0.00001703,0.0000966,-0.0120,56269.8,49827.5,57840.3,4,248,0
ICRF,J005417.6+705356,0051+706,13.573688,70.899061,0.00002111,0.0000986,0.1194,56074.8,49827.5,57944.2,3,314,0
ICRF,J005432.9-195301,0052-201,13.637285,-19.883612,0.00000701,0.0002197,0.0541,56714.2,53523.9,58204.3,5,388,0
ICRF,J005511.7-121757,0052-125,13.799094,-12.299194,0.00000531,0.0001735,-0.1390,56743.2,53552.8,58204.3,4,386,0
ICRF,J005655.2+162513,0054+161,14.230393,16.420372,0.00000238,0.0000362,-0.0157,57103.8,50156.3,58197.7,156,3609,0
ICRF,J005717.0-002433,0054-006,14.320843,0.409216,0.00000634,0.0002007,-0.1863,57384.4,53573.0,57915.1,3,206,0
ICRF,J005718.7+080536,0054+078,14.328193,8.093586,0.00007716,0.0033144,-0.5130,57954.5,57925.7,57974.7,2,29,0
ICRF,J005734.9-012327,0055-016,14.395435,-1.390985,0.00008818,0.0039337,-0.7686,58170.7,58170.7,58170.7,1,20,0
ICRF,J005748.8+302108,0055+300,14.453681,30.352448,0.00000497,0.0000769,-0.3837,52102.6,50219.8,57876.7,25,893,0
ICRF,J005802.2-323420,0055-328,14.509293,-32.572431,0.00001232,0.0003762,-0.3640,57139.9,52306.7,58159.9,4,223,0
ICRF,J005805.0-053952,0055-059,14.521110,-5.664522,0.00000271,0.0000503,-0.0614,56099.8,50576.2,58197.7,156,2623,0
ICRF,J005815.6-334757,0055-340,14.565174,-33.799304,0.00001274,0.0004039,-0.3544,57548.1,56204.7,58159.9,5,213,0
ICRF,J005832.0+331117,0055+329,14.633621,33.188115,0.00000936,0.0002053,0.0396,56637.7,53560.8,57901.9,3,276,0
ICRF,J005833.8+062006,0055+060,14.640852,6.335020,0.00000633,0.0001642,0.0056,57168.9,53126.1,58144.4,5,262,0
ICRF,J005837.2-182937,0056-187,14.655276,-18.493626,0.00013275,0.0045982,-0.8237,57797.9,57012.1,58023.3,3,55,0
ICRF,J005846.5-565911,0056-572,14.694088,-56.986520,0.00001485,0.0002175,-0.0809,55995.8,47626.5,58030.7,16,224,0
ICRF,J005905.5+000651,0056-001,14.772979,0.114339,0.00000654,0.0001381,-0.2486,51252.9,47875.8,57948.8,19,398,0
ICRF,J005952.2+581223,0056+579,14.967537,58.206579,0.00001581,0.0001276,0.2237,56566.1,52306.7,57875.7,3,189,0
ICRF,J010009.3-333731,0057-338,15.039129,-33.625538,0.00001280,0.0003932,-0.2953,57235.3,52306.7,58159.9,4,172,0
ICRF,J010038.2+334506,0057+334,15.159545,33.751700,0.00000898,0.0002102,0.0741,56683.1,53561.9,57901.9,3,272,0
ICRF,J010051.6+680820,0057+678,15.215266,68.139036,0.00002713,0.0001425,-0.0700,56479.5,49827.5,57872.7,3,160,0
ICRF,J010114.6+060544,0058+058,15.311126,6.095696,0.00001664,0.0005073,-0.2137,57590.3,56904.7,58144.4,4,235,0
ICRF,J010116.9+500444,0058+498,15.320823,50.079164,0.00005968,0.0005283,-0.2179,55953.1,50306.3,57875.7,3,128,0
ICRF,J010152.3-283120,0059-287,15.468290,-28.522341,0.00003690,0.0011569,0.0414,56628.1,50688.3,57920.8,3,109,0
ICRF,J010157.7+163940,0059+163,15.490498,16.661376,0.00001217,0.0004660,-0.1748,55950.0,50085.5,57905.2,5,187,0
ICRF,J010218.6-754651,0100-760,15.577751,-75.781036,0.00007465,0.0003205,0.3706,57691.8,57597.7,57988.7,3,55,0
ICRF,J010245.7+582411,0059+581,15.690677,58.403094,0.00000385,0.0000303,-0.0273,54231.1,48720.9,58204.3,2635,439113,0
ICRF,J010256.3-264636,0100-270,15.734808,-26.776810,0.00002036,0.0005741,-0.4634,56913.2,54112.8,57944.2,3,134,0
