name,iauname,type,RA,DEC,RAJ2000,DEJ2000,dalp,ddel,coor,nobs,stot,stotunres,ctot,ctotunres,xtot,xtotunres,utot,utotunres,ktot,ktotunres,ctype,catname,flag
2205+286,J2207+2854,U,22:07:49.526656,+28:54:21.97737,331.9563610667,28.906104825,25.18,10.66,-0.607,3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2205+093,J2207+0933,C,22:07:55.338288,+09:33:05.46350,331.9805762,9.5515176389,0.5,1.25,-0.04,42,-1.0,-1.0,0.051,0.033,0.045,0.022,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2205+036,J2208+0353,C,22:08:12.702249,+03:53:04.58037,332.0529260375,3.8846056583,0.68,1.17,0.083,28,-1.0,-1.0,0.034,-1.0,0.029,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2205+075,J2208+0745,C,22:08:14.573382,+07:45:01.39874,332.060722425,7.7503885389,3.73,2.85,0.589,15,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2205+187,J2208+1902,C,22:08:15.625713,+19:02:02.88621,332.0651071375,19.0341350583,0.65,1.34,0.28,45,-1.0,-1.0,0.04,0.028,0.025,0.024,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2206+178,J2208+1808,C,22:08:24.190459,+18:08:26.84318,332.1007935792,18.1407897722,0.24,0.4,-0.255,538,0.097,0.08,-1.0,-1.0,0.048,0.037,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2206+055,J2208+0549,C,22:08:34.106684,+05:49:20.41338,332.1421111833,5.82233705,0.54,1.37,-0.025,45,-1.0,-1.0,0.047,0.032,0.034,0.02,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2206+370,J2208+3720,C,22:08:47.617706,+37:20:03.49584,332.1984071083,37.3343044,0.58,0.75,0.086,36,-1.0,-1.0,0.067,0.059,0.035,0.022,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2206+299,J2208+3010,U,22:08:59.701906,+30:10:05.11462,332.2487579417,30.1680873944,10.42,15.87,0.955,7,-1.0,-1.0,0.016,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2206+013,J2209+0134,C,22:09:00.192913,+01:34:46.50995,332.2508038042,1.5795860972,0.57,1.59,-0.615,36,-1.0,-1.0,0.091,0.098,0.03,0.059,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2206-474,J2209-4710,C,22:09:16.209332,-47:10:00.11633,332.3175388833,-47.1666989806,2.42,1.35,0.05,33,-1.0,-1.0,-1.0,-1.0,0.16,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2207+374,J2209+3742,C,22:09:21.425082,+37:42:18.22715,332.339271175,37.7050630972,0.16,0.16,-0.015,1001,0.93,0.102,-1.0,-1.0,0.244,0.046,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2207+291,J2209+2921,U,22:09:26.292907,+29:21:01.42739,332.3595537792,29.3503964972,7.82,9.76,-0.017,6,-1.0,-1.0,0.018,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2207+432,J2209+4328,C,22:09:27.492235,+43:28:49.12818,332.3645509792,43.4803133833,0.36,0.68,-0.097,36,-1.0,-1.0,0.03,0.022,0.028,0.022,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2207-050,J2209-0451,C,22:09:41.698229,-04:51:10.29535,332.4237426208,-4.8528598194,0.78,1.64,0.106,68,-1.0,-1.0,-1.0,-1.0,0.016,0.01,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2207+356,J2209+3556,C,22:09:45.334347,+35:56:01.13001,332.4388931125,35.933647225,0.14,0.13,-0.259,1048,0.298,0.113,-1.0,-1.0,0.249,0.148,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2207-004,J2210-0013,C,22:10:01.819382,-00:13:09.70014,332.5075807583,-0.21936115,1.08,2.2,-0.115,35,-1.0,-1.0,0.068,0.04,0.04,0.019,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2207+071,J2210+0721,U,22:10:09.882756,+07:21:52.41844,332.54117815,7.3645606778,7.99,21.58,0.561,5,-1.0,-1.0,0.025,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2207+074,J2210+0744,C,22:10:20.860784,+07:44:21.13553,332.5869199333,7.7392043139,0.54,1.15,-0.101,54,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2208+071,J2210+0724,C,22:10:39.681076,+07:24:44.75002,332.6653378167,7.4124305611,1.65,2.78,0.657,14,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2208+109,J2210+1112,C,22:10:40.072720,+11:12:17.90743,332.6669696667,11.2049742861,0.89,2.13,-0.394,34,-1.0,-1.0,0.02,0.01,0.021,0.01,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2208+482,J2210+4827,C,22:10:50.723768,+48:27:33.77833,332.7113490333,48.4593828694,0.93,0.99,-0.463,36,-1.0,-1.0,0.047,0.028,0.048,0.014,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2208+017,J2210+0159,C,22:10:56.057564,+01:59:09.28250,332.7335731833,1.9859118056,0.4,0.96,-0.032,45,-1.0,-1.0,0.071,0.064,0.042,0.034,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2208+318,J2210+3203,C,22:10:58.545706,+32:03:41.11317,332.7439404417,32.061420325,1.5,2.6,0.069,18,-1.0,-1.0,0.004,0.004,0.006,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2208+024,J2211+0238,C,22:11:00.777212,+02:38:53.25971,332.7532383833,2.6481276972,0.54,1.57,-0.487,36,-1.0,-1.0,0.031,0.023,0.038,0.027,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2208-053,J2211-0504,C,22:11:05.046237,-05:04:02.14267,332.7710259875,-5.0672618528,2.28,4.05,0.095,19,-1.0,-1.0,0.024,-1.0,0.018,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2208-120,J2211-1150,N,22:11:29.313246,-11:50:43.05708,332.872138525,-11.8452936333,1.85,6.34,-0.373,21,-1.0,-1.0,0.096,-1.0,0.081,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2209+065,J2211+0646,C,22:11:32.599255,+06:46:06.73548,332.8858302292,6.7685376333,0.23,0.48,0.013,237,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2208-455,J2211-4519,C,22:11:49.933503,-45:19:30.37192,332.9580562625,-45.3251033111,2.54,1.55,0.117,31,-1.0,-1.0,-1.0,-1.0,0.115,0.141,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2208-373,J2211-3707,C,22:11:50.526099,-37:07:04.98030,332.9605254125,-37.1180500833,0.24,0.49,-0.448,318,0.202,0.128,-1.0,-1.0,0.141,0.08,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2209+328,J2212+3308,C,22:12:07.977307,+33:08:34.51986,333.0332387792,33.1429221833,0.19,0.22,-0.128,559,0.148,0.076,0.075,0.035,0.085,0.046,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2209+284,J2212+2843,C,22:12:10.252938,+28:43:00.53610,333.042720575,28.7168155833,0.73,1.2,-0.48,28,-1.0,-1.0,0.07,0.07,0.065,0.052,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2210+355,J2212+3546,C,22:12:17.378196,+35:46:37.73511,333.07240915,35.7771486417,0.52,0.71,-0.353,36,-1.0,-1.0,0.209,0.108,0.143,0.053,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2209-093,J2212-0904,C,22:12:35.511875,-09:04:56.98236,333.1479661458,-9.0824951,0.17,0.45,-0.378,229,0.041,0.016,0.025,0.017,0.058,0.045,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2210+277,J2212+2759,C,22:12:39.103111,+27:59:38.44958,333.1629296292,27.9940137722,0.16,0.22,-0.15,548,0.123,0.077,0.099,0.071,0.1,0.058,0.085,0.055,-1.0,-1.0,Fus,rfc_2024,-
2210+074,J2212+0740,C,22:12:49.610786,+07:40:49.32219,333.2067116083,7.680367275,0.25,0.54,-0.081,249,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2210+065,J2212+0646,C,22:12:50.839309,+06:46:08.74110,333.2118304542,6.76909475,0.12,0.21,-0.121,5182,0.219,0.173,-1.0,-1.0,0.243,0.158,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2210-281,J2213-2754,N,22:13:05.980499,-27:54:20.58405,333.2749187458,-27.9057177917,5.41,9.92,0.911,18,-1.0,-1.0,0.045,0.015,0.035,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2210+298,J2213+3006,C,22:13:14.728983,+30:06:22.56464,333.3113707625,30.1062679556,0.65,1.08,0.438,45,-1.0,-1.0,0.074,0.028,0.048,0.029,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2211+289,J2213+2910,C,22:13:18.174363,+29:10:13.11813,333.3257265125,29.1703105917,0.45,0.6,-0.601,486,0.049,0.04,-1.0,-1.0,0.03,0.032,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2211+340,J2213+3419,U,22:13:20.950061,+34:19:58.69544,333.3372919208,34.3329709556,12.95,4.98,0.602,8,-1.0,-1.0,0.036,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2210+085,J2213+0847,C,22:13:21.736138,+08:47:29.97741,333.3405672417,8.7916603917,0.19,0.38,-0.216,161,0.083,0.048,0.097,0.047,0.087,0.026,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2210-210,J2213-2050,N,22:13:25.826518,-20:50:22.76610,333.3576104917,-20.83965725,3.54,8.61,0.377,15,-1.0,-1.0,0.036,-1.0,0.022,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2210-481,J2213-4754,U,22:13:30.359659,-47:54:25.23589,333.3764985792,-47.9070099694,25.18,13.39,0.071,10,-1.0,-1.0,-1.0,-1.0,0.02,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2210-095,J2213-0915,U,22:13:30.620730,-09:15:26.03107,333.377586375,-9.2572308528,29.59,23.17,0.554,3,-1.0,-1.0,0.056,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2210-330,J2213-3246,N,22:13:37.872377,-32:46:00.27056,333.4078015708,-32.7667418222,3.17,7.05,-0.818,19,-1.0,-1.0,0.045,0.015,0.044,0.018,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2211+089,J2213+0913,C,22:13:53.761106,+09:13:25.25807,333.4740046083,9.2236827972,0.85,1.83,-0.176,36,-1.0,-1.0,0.202,0.013,0.072,0.008,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2211-061,J2213-0551,C,22:13:54.230981,-05:51:30.16803,333.4759624208,-5.8583800083,1.69,3.92,-0.577,21,-1.0,-1.0,0.037,-1.0,0.039,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2211+374,J2214+3739,C,22:14:05.694858,+37:39:09.19639,333.523728575,37.6525545528,0.15,0.13,-0.064,1449,0.307,0.179,-1.0,-1.0,0.21,0.033,-1.0,-1.0,0.199,0.111,Fus,rfc_2024,-
2211+080,J2214+0819,C,22:14:17.587367,+08:19:52.79116,333.5732806958,8.3313308778,2.02,2.93,0.459,21,-1.0,-1.0,0.028,-1.0,0.025,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2211-403,J2214-4008,C,22:14:18.420928,-40:08:50.05241,333.5767538667,-40.1472367806,1.4,1.08,-0.035,31,-1.0,-1.0,-1.0,-1.0,0.124,0.14,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2211+055,J2214+0547,C,22:14:22.266263,+05:47:22.46592,333.5927760958,5.7895738667,0.46,1.07,-0.03,45,-1.0,-1.0,0.081,0.031,0.055,0.014,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2211-132,J2214-1257,C,22:14:26.583265,-12:57:42.47979,333.6107636042,-12.9617999417,0.13,0.21,0.118,654,0.124,0.1,0.108,0.101,0.084,0.044,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2212-083,J2214-0804,C,22:14:46.309970,-08:04:29.84780,333.6929582083,-8.0749577222,2.01,3.76,-0.261,17,-1.0,-1.0,0.038,-1.0,0.029,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2211-256,J2214-2521,C,22:14:46.402197,-25:21:16.07725,333.6933424875,-25.3544659028,0.23,0.54,-0.408,416,0.306,0.15,-1.0,-1.0,0.146,0.028,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2212+148,J2215+1503,C,22:15:05.420897,+15:03:26.96473,333.7725870708,15.0574902028,1.19,2.4,0.127,28,-1.0,-1.0,0.048,0.044,0.051,0.037,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2212+054,J2215+0544,C,22:15:13.480587,+05:44:54.53631,333.8061691125,5.7484823083,0.85,2.06,0.095,21,-1.0,-1.0,0.011,0.009,0.013,0.009,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2212+06A,J2215+063A,C,22:15:25.033901,+06:34:03.14030,333.8543079208,6.5675389722,0.28,0.59,0.027,205,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2213+017,J2215+0201,C,22:15:35.614755,+02:01:15.63120,333.8983948125,2.0210086667,0.59,1.54,-0.065,45,-1.0,-1.0,0.019,0.012,0.022,0.013,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2212-664,J2215-6609,C,22:15:45.294273,-66:09:13.67449,333.9387261375,-66.1537984694,2.09,1.74,0.544,29,-1.0,-1.0,-1.0,-1.0,0.107,0.029,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2213+122,J2215+1229,C,22:15:51.462305,+12:29:00.54673,333.9644262708,12.4834852028,0.57,1.24,-0.382,36,-1.0,-1.0,0.069,0.061,0.054,0.036,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2213+035,J2215+0348,C,22:15:55.994862,+03:48:14.59382,333.983311925,3.8040538389,0.78,1.75,0.12,33,-1.0,-1.0,0.055,-1.0,0.036,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2213+063,J2215+0634,C,22:15:56.143971,+06:34:10.43503,333.9839332125,6.5695652861,0.7,1.24,0.196,75,-1.0,-1.0,0.024,0.013,0.015,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2213-056,J2216-0526,U,22:16:06.950849,-05:26:44.65998,334.0289618708,-5.4457388833,3.4,7.84,-0.124,9,-1.0,-1.0,0.016,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2213-225,J2216-2221,U,22:16:09.600022,-22:21:01.15420,334.0400000917,-22.3503206111,18.14,19.45,-0.077,3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2214+241,J2217+2421,C,22:17:00.821174,+24:21:45.95837,334.2534215583,24.3627662139,0.12,0.14,-0.188,10206,0.56,0.4,-1.0,-1.0,0.652,0.52,0.724,0.55,-1.0,-1.0,Fus,rfc_2024,-
2214-192,J2217-1902,C,22:17:02.165712,-19:02:03.82523,334.2590238,-19.0343958972,0.16,0.38,-0.291,344,0.141,0.105,-1.0,-1.0,0.131,0.072,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2215+316,J2217+3156,C,22:17:17.576427,+31:56:49.99613,334.3232351125,31.9472211472,0.15,0.17,-0.155,702,0.536,0.435,-1.0,-1.0,0.33,0.133,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2214+051,J2217+0525,C,22:17:18.231082,+05:25:19.20114,334.3259628417,5.4220003167,0.33,0.82,-0.314,57,-1.0,-1.0,0.04,0.037,0.049,0.041,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2214-176,J2217-1724,C,22:17:41.862070,-17:24:20.12446,334.4244252917,-17.4055901278,2.05,4.02,0.767,27,-1.0,-1.0,0.017,0.016,0.024,0.019,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2214-206,J2217-2022,C,22:17:43.239070,-20:22:50.22091,334.4301627917,-20.3806169194,1.69,4.99,0.086,26,-1.0,-1.0,0.019,-1.0,0.017,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2213-709,J2217-7044,C,22:17:46.734723,-70:44:53.32936,334.4447280125,-70.7481470444,0.66,0.41,0.391,84,-1.0,-1.0,-1.0,-1.0,0.146,0.121,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2215+020,J2217+0220,C,22:17:48.237945,+02:20:10.71181,334.4509914375,2.3363088361,0.1,0.18,-0.072,1620,0.258,0.131,0.165,0.074,0.175,0.126,0.216,0.133,-1.0,-1.0,Fus,rfc_2024,-
2215+006,J2218+0052,C,22:18:06.676987,+00:52:23.61975,334.5278207792,0.8732277083,0.12,0.23,-0.186,904,0.086,0.076,-1.0,-1.0,0.083,0.068,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2215-057,J2218-0532,C,22:18:10.323276,-05:32:42.60964,334.54301365,-5.5451693444,0.85,1.86,0.443,29,-1.0,-1.0,0.025,0.01,0.048,0.032,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2215+150,J2218+1520,C,22:18:10.913905,+15:20:35.71747,334.5454746042,15.3432548528,0.11,0.15,0.033,44458,0.462,0.451,0.894,0.846,0.678,0.536,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2216+415,J2218+4146,C,22:18:12.230498,+41:46:33.54100,334.5509604083,41.7759836111,0.42,0.88,-0.201,45,-1.0,-1.0,0.106,0.06,0.086,0.049,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2216-007,J2218-0028,C,22:18:36.679731,-00:28:52.98433,334.6528322125,-0.4813845361,0.49,1.0,-0.276,640,0.108,0.042,-1.0,-1.0,0.042,0.042,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2216-127,J2218-1229,C,22:18:43.450879,-12:29:13.33038,334.6810453292,-12.4870362167,0.18,0.45,-0.294,233,0.257,0.113,0.137,0.059,0.093,0.035,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2216+193,J2218+1938,C,22:18:54.582970,+19:38:41.35465,334.7274290417,19.6448207361,0.74,1.38,0.503,36,-1.0,-1.0,0.054,0.022,0.047,0.027,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2216-105,J2218-1017,C,22:18:56.803945,-10:17:43.48847,334.7366831042,-10.2954134639,0.19,0.47,-0.191,256,0.11,0.064,0.061,0.016,0.053,0.022,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2216+400,J2219+4020,C,22:19:00.150618,+40:20:43.07799,334.750627575,40.3452994417,1.49,1.75,-0.663,35,-1.0,-1.0,0.015,0.012,0.016,0.014,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2216-148,J2219-1435,N,22:19:02.753089,-14:35:34.13084,334.7614712042,-14.5928141222,1.75,5.15,-0.552,21,-1.0,-1.0,0.062,-1.0,0.035,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2216+178,J2219+1806,C,22:19:14.092477,+18:06:35.58074,334.8087186542,18.1098835389,0.12,0.16,-0.021,1908,0.135,0.119,-1.0,-1.0,0.196,0.147,0.224,0.197,-1.0,-1.0,Fus,rfc_2024,-
2217+262,J2219+2627,U,22:19:29.854803,+26:27:24.63728,334.8743950125,26.4568436889,11.82,11.02,0.767,11,-1.0,-1.0,0.018,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2216+022,J2219+0229,C,22:19:30.786947,+02:29:45.49325,334.8782789458,2.4959703472,0.12,0.26,-0.483,478,-1.0,-1.0,0.199,0.147,0.163,0.12,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2216-210,J2219-2048,U,22:19:31.692368,-20:48:17.94082,334.8820515333,-20.8049835611,3.9,11.6,-0.024,11,-1.0,-1.0,0.046,-1.0,0.016,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2217+214,J2219+2141,C,22:19:38.521599,+21:41:12.56022,334.9105066625,21.6868222833,0.19,0.29,-0.118,443,0.186,0.049,-1.0,-1.0,0.076,0.036,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2217-011,J2219-0051,C,22:19:47.282456,-00:51:32.55565,334.9470102333,-0.8590432361,0.13,0.29,-0.391,467,0.221,0.164,-1.0,-1.0,0.13,0.072,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2217-210,J2220-2047,C,22:20:05.664676,-20:47:12.52852,335.0236028167,-20.7868134778,2.07,4.89,-0.661,27,-1.0,-1.0,0.056,-1.0,0.018,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2217+082,J2220+0829,C,22:20:09.954762,+08:29:11.38360,335.041478175,8.4864954444,0.61,1.2,-0.602,36,-1.0,-1.0,0.085,0.065,0.068,0.05,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2218+262,J2220+2628,C,22:20:22.088332,+26:28:04.47624,335.0920347167,26.4679100667,0.68,1.0,0.557,45,-1.0,-1.0,0.102,0.047,0.062,0.038,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2217+116,J2220+1152,C,22:20:23.222152,+11:52:30.56651,335.0967589667,11.8751573639,0.48,1.27,-0.134,45,-1.0,-1.0,0.025,0.032,0.025,0.023,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2217-338,J2220-3336,N,22:20:26.978489,-33:36:59.70968,335.1124103708,-33.6165860222,2.85,12.83,0.554,22,-1.0,-1.0,0.038,-1.0,0.022,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2218+279,J2220+2813,C,22:20:28.725803,+28:13:55.67153,335.1196908458,28.2321309806,0.31,0.71,-0.378,36,-1.0,-1.0,0.033,0.031,0.028,0.025,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2218+073,J2220+0737,C,22:20:35.869632,+07:37:57.75517,335.1494568,7.6327097694,0.72,1.52,-0.636,36,-1.0,-1.0,0.086,0.064,0.046,0.026,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2218+200,J2221+2019,C,22:21:20.731043,+20:19:22.15198,335.3363793458,20.3228199944,0.6,1.38,-0.134,36,-1.0,-1.0,0.092,0.036,0.036,0.018,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2218-526,J2221-5225,N,22:21:29.312427,-52:25:27.84084,335.3721351125,-52.4244002333,16.31,8.43,0.001,17,-1.0,-1.0,-1.0,-1.0,0.029,0.034,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2219+337,J2221+3358,C,22:21:52.313745,+33:58:52.03738,335.4679739375,33.9811214944,0.52,1.12,-0.333,45,-1.0,-1.0,0.051,0.034,0.045,0.029,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2219+283,J2221+2835,C,22:21:54.416713,+28:35:58.06432,335.4767363042,28.5994623111,1.57,2.22,-0.63,38,-1.0,-1.0,0.035,0.013,0.02,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2219-340,J2222-3345,C,22:22:08.579507,-33:45:56.79866,335.5357479458,-33.7657774056,1.16,2.64,-0.477,150,0.067,0.062,-1.0,-1.0,0.042,0.05,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2219-276,J2222-2722,N,22:22:19.242512,-27:22:28.50339,335.5801771333,-27.374584275,9.78,21.66,-0.852,12,-1.0,-1.0,0.033,-1.0,0.032,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2219-213,J2222-2107,C,22:22:36.196284,-21:07:36.98221,335.65081785,-21.1269395028,0.56,1.35,0.082,28,-1.0,-1.0,0.059,0.05,0.065,0.044,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2219-287,J2222-2827,N,22:22:36.806051,-28:27:50.88110,335.6533585458,-28.4641336389,2.21,6.08,0.346,15,-1.0,-1.0,0.134,0.084,0.077,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2220-16A,J2222-1604,C,22:22:49.338512,-16:04:41.90587,335.7055771333,-16.0783071861,0.27,0.66,-0.066,205,0.085,0.055,0.067,0.047,0.049,0.017,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2220+144,J2222+1441,C,22:22:51.400888,+14:41:13.59994,335.7141703667,14.6871110944,0.59,1.06,0.3,35,-1.0,-1.0,0.123,0.047,0.08,0.019,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2220+119,J2222+1213,C,22:22:52.989020,+12:13:49.80874,335.7207875833,12.2305024278,0.12,0.2,-0.392,621,0.271,0.101,-1.0,-1.0,0.312,0.223,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2220-321,J2222-3151,N,22:22:57.815920,-31:51:17.85947,335.7408996667,-31.8549609639,9.24,20.32,-0.91,15,-1.0,-1.0,0.058,-1.0,0.027,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2220+148,J2223+1508,U,22:23:01.240390,+15:08:51.47576,335.7551682917,15.1476321556,10.91,9.52,-0.436,3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2220+146,J2223+1453,C,22:23:07.074847,+14:53:59.71484,335.7794785292,14.8999207889,0.3,0.59,-0.318,81,-1.0,-1.0,0.109,0.06,0.066,0.05,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2221+433,J2223+4333,U,22:23:18.677383,+43:33:59.91531,335.8278224292,43.5666431417,375.44,179.5,-0.997,3,-1.0,-1.0,0.032,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2220+036,J2223+0356,C,22:23:29.442817,+03:56:42.74632,335.8726784042,3.9452073111,0.43,0.97,0.163,45,-1.0,-1.0,0.066,0.056,0.064,0.021,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2221+131,J2223+1326,C,22:23:59.535505,+13:26:44.34633,335.9980646042,13.4456517583,0.28,0.6,-0.288,65,-1.0,-1.0,0.052,0.049,0.05,0.039,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2222+040,J2224+0417,C,22:24:41.074257,+04:17:37.75954,336.1711427375,4.2938220944,1.45,4.54,-0.616,14,-1.0,-1.0,0.102,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
