INDEX,SRC,FIELD_NAME,SBID,SCAN,CAL_SBID,STATE,RA_HMS,DEC_DMS,RA_DEG,DEC_DEG,GAL_LONG,GAL_LAT,POL_AXIS,SCAN_START,SCAN_LEN,SCAN_TINT,NBEAMS_I,MOSAIC_TIME,NPIXELS_V,PSF_MAJOR,PSF_MINOR,PSF_ANGLE,MINIMUM,MAXIMUM,MED_RMS_uJy,MODE_RMS_uJy,STD_RMS_uJy,MIN_RMS_uJy,MAX_RMS_uJy,SELAVY_TIME,NUM_SELAVY,SELECT,DEFECT,ANOMALY,COMMENT,MinUV
39,39,RACS_2044-72,36563,0,36547,IMAGED,20 44 25.892,-72 04 25.51,311.1078833333333,-72.07375277777777,322.09176860972804,-34.29804942659012,5.299,5149977256.415614,915.7017598431396,915.7017600000001,36,5223373575.776174,196821782,9.600000000000012,6.599999999999988,17.45,-0.015104902908205986,0.7999887466430664,175.23113049958883,169.43020417667321,113.5129906534894,122.84664156880531,1479.865388750058,5223395323.0,4536,0,0,0,,100
40,40,RACS_2141-75,36718,0,36716,IMAGED,21 41 17.715,-75 45 16.71,325.3238125,-75.75464166666667,315.92266457073015,-36.144154683901974,-9.482,5150239541.379455,905.748479394226,905.7484800000001,36,5223430523.307465,196468263,10.50000000000001,6.999999999999984,21.33,-0.0071651386097073555,1.12372624874115,186.0088259313087,180.44081570226558,96.68527325530556,120.517262712596,1456.5948757796573,5223442984.0,4536,0,0,0,,100
41,41,RACS_2307-78,37167,0,37146,IMAGED,23 07 54.223,-78 00 42.46,346.9759291666666,-78.01179444444445,309.51785718819093,-37.75991902556552,-31.696,5150760530.559358,905.7484803479003,905.7484800000001,36,5223456223.691328,197303623,13.899999999999995,8.1,-5.68,-0.00551581708714366,0.4284851849079132,181.7721868109226,176.30232115532297,116.01108315574781,119.1057879629623,2062.590353748726,5223473277.0,4536,0,0,0,,100
42,42,RACS_0052-78,36631,0,36547,IMAGED,00 52 05.776,-78 00 42.46,13.024066666666664,-78.01179444444445,302.8878625536575,-39.11640164524953,-58.304,5150077727.6993265,915.7017598431396,915.7017600000001,36,5218484186.541681,197021321,11.199999999999996,7.400000000000016,16.62,-0.005968611221760511,0.45838308334350586,167.52355305506973,162.24301917502797,105.18035475236199,115.41687956202729,1545.0734901286833,5218493736.0,2818,0,0,0,,100
43,43,RACS_0218-75,36523,0,36447,IMAGED,02 18 42.284,-75 45 16.71,34.67618333333333,-75.75464166666667,296.05663862593,-40.18672656423165,-80.518,5149910529.073535,905.748479394226,905.7484800000001,36,5223346716.747277,196838980,14.000000000000004,7.800000000000012,40.6,-0.010056741535663605,0.7532589435577393,183.67153419398483,177.12511136559598,132.83465431485251,122.96731212211591,1997.1436316035606,5223394984.0,4536,0,0,0,,100
44,44,RACS_0315-72,36524,0,36447,IMAGED,03 15 34.107,-72 04 25.51,48.892112499999996,-72.07375277777777,289.06226319790346,-40.94778876909951,-95.299,5149911723.467134,895.7951998989868,895.7952000000001,36,5223347340.499229,197357803,12.800000000000017,7.300000000000007,35.15,-0.04349859803915024,4.3921661376953125,179.94035730722482,173.7146434241117,103.67312003833642,121.99011760963344,2191.353189229435,5223395001.0,4536,0,0,0,,100
45,45,RACS_2146-70,36675,0,36656,IMAGED,21 46 19.508,-70 18 22.76,326.5812833333333,-70.30632222222222,321.34125633067504,-39.538982941213746,-9.976,5150153800.618366,905.748479394226,905.7484800000001,36,5223546254.535618,196575139,9.600000000000012,6.599999999999988,22.48,-0.015430189669132233,2.107612371444702,174.96082144723812,168.53741037126665,105.58260581756551,118.77751474118922,2304.4843171772204,5223612513.0,4536,0,0,0,,100
46,46,RACS_2246-72,37165,0,37146,IMAGED,22 46 38.411,-72 45 46.24,341.66004583333324,-72.76284444444444,314.73724202426916,-41.38295816086472,-25.859,5150758052.192638,895.7951998989868,895.7952000000001,36,5223453933.076993,197396162,12.099999999999996,7.300000000000007,-15.45,-0.0073037040419876575,0.5227653384208679,181.4848091798504,176.0195640059871,107.14054192805308,121.693896045501,1745.75801422368,5223473232.0,4536,0,0,0,,100
47,47,RACS_0000-73,36681,0,36716,IMAGED,00 00 00,-73 39 49.07,0.0,-73.66363055555556,307.839900779419,-42.970986577543876,-45.0,5150160959.680895,905.748479394226,905.7484800000001,36,5223422745.374248,196769779,10.100000000000016,6.900000000000012,18.33,-0.006765199359506369,0.3529740273952484,191.45152301943858,182.46382636657177,180.00713519130184,123.15513152736837,1724.6554793915632,5223427774.0,4536,0,0,0,,100
48,48,RACS_0113-72,36520,0,36447,IMAGED,01 13 21.588,-72 45 46.24,18.339949999999998,-72.76284444444444,300.66684392831684,-44.26886769953534,-64.141,5149906955.846015,895.7951998989868,895.7952000000001,36,5218424516.816796,197245332,13.200000000000012,7.400000000000016,43.54,-0.005862346384674311,0.4834916889667511,173.76157846867906,168.61156698296563,100.26272022145096,120.39523340314295,1464.143010755218,5218454337.0,2802,0,0,0,,100
49,49,RACS_0213-70,36414,0,36447,IMAGED,02 13 40.491,-70 18 22.76,33.4187125,-70.30632222222222,293.2554952016486,-45.24538604850371,-80.024,5149738954.432894,905.7484803479003,905.7484800000001,36,5221256726.771093,197208679,12.999999999999996,6.999999999999984,48.15,-0.06528269499540329,4.2315897941589355,182.5389020791135,176.16064726331282,131.46399987977208,120.46542779174533,1686.7905624536695,5221269362.0,4536,0,0,0,,100
50,50,RACS_1227-69,36480,0,36447,IMAGED,12 27 41.538,-69 28 28.82,186.92307499999998,-69.47467222222222,300.83946762432646,-6.699454356784492,-45.0,5149859249.774975,905.748479394226,905.7484800000001,36,5223279782.790672,196813632,12.300000000000011,7.2,38.65,-0.009452296420931816,1.4434741735458374,215.87037297864592,205.0977359900707,207.5988312683125,141.832200397466,1746.0854702123102,5223307600.0,4536,0,0,0,,100
51,51,RACS_1323-69,36655,0,36656,IMAGED,13 23 04.615,-69 28 28.82,200.76922916666663,-69.47467222222222,305.7169848606088,-6.774190929455134,-45.0,5150122845.917566,915.7017598431396,915.7017600000001,36,5218488370.362407,196637081,9.299999999999988,6.800000000000004,21.05,-0.015965048223733902,2.272244691848755,188.48358391831766,179.44779215606485,188.49186227747583,129.52770349093947,2083.613085340269,5218493913.0,2946,0,0,0,,100
52,52,RACS_1418-69,37100,0,37102,IMAGED,14 18 27.692,-69 28 28.82,214.6153833333333,-69.47467222222222,310.4708613227677,-7.886703361286057,-45.0,5150637598.482814,905.7484803479003,905.7484800000001,36,5218513676.011559,197034448,9.100000000000007,6.800000000000004,-12.4,-0.006530651357024908,0.7651320695877075,183.70997030881708,175.47779531291337,176.30272995599938,123.53179117235278,1558.2051542266552,5218548431.0,2793,0,0,0,,100
53,53,RACS_1513-69,36754,0,36716,IMAGED,15 13 50.769,-69 28 28.82,228.46153749999996,-69.47467222222222,314.89325765395284,-9.980679387237709,-45.0,5150302295.925118,905.748479394226,905.7484800000001,36,5223441933.946132,196835221,9.299999999999988,6.699999999999996,22.84,-0.039250489324331284,1.4079252481460571,202.04218022464556,192.65465369096967,191.6345746176158,134.43048588870806,2251.647542016077,5223473055.0,4536,0,0,0,,100
54,54,RACS_1609-69,36549,0,36547,IMAGED,16 09 13.846,-69 28 28.82,242.30769166666664,-69.47467222222222,318.796549650611,-12.953653412678374,-45.0,5149960096.076159,915.7017598431396,915.7017600000001,36,5218433666.449788,197197091,9.19999999999998,6.699999999999996,18.8,-0.011390077881515026,1.827027440071106,180.3031352999654,172.3010658983135,177.18619512528332,121.72684411458212,1669.8097302526612,5218455072.0,2766,0,0,0,,100
55,55,RACS_1704-69,36659,0,36656,IMAGED,17 04 36.923,-69 28 28.82,256.15384583333326,-69.47467222222222,322.01597606726006,-16.66646358438544,-45.0,5150134720.180606,905.7484803479003,905.7484800000001,36,5223410450.1779375,196612729,9.19999999999998,6.800000000000004,11.67,-0.012679400853812695,0.9024674296379089,182.05318846819222,173.23656836333075,177.99748008342937,125.95282880529993,1545.2788107654976,5223416758.0,4536,0,0,0,,100
56,56,RACS_1759-69,36712,0,36716,IMAGED,18 00 00,-69 28 28.82,269.99999999999994,-69.47467222222222,324.40286812428667,-20.95207430440269,-45.0,5150222151.782782,905.7484803479003,905.7484800000001,36,5218504496.435505,196976964,11.599999999999993,6.900000000000012,-26.25,-0.00821105670183897,0.933168888092041,219.12479612719494,208.55763936914815,207.81143356580517,148.67722502101165,2099.992575337924,5218510535.0,2606,0,0,0,,100
57,57,RACS_1855-69,37189,0,37184,IMAGED,18 55 23.076,-69 28 28.82,283.84614999999997,-69.47467222222222,325.81159775585,-25.620611925817144,-45.0,5150828829.966718,905.7484803479003,905.7484800000001,36,5223458078.662615,197171709,11.800000000000008,6.999999999999984,-25.0,-0.0174330472946167,2.331688165664673,191.09646773850855,181.65577801574665,197.43609118240008,128.4448709905015,5569.144054551404,5223473347.0,4536,0,0,0,,100
58,58,RACS_1950-69,37305,0,37328,IMAGED,19 50 46.153,-69 28 28.82,297.6923041666666,-69.47467222222222,326.08584244100757,-30.458963861692546,-45.0,5151348414.407039,915.7017598431396,915.7017600000001,36,5223467824.661761,197185130,11.400000000000013,6.800000000000004,-28.37,-0.052159857004880905,1.2855716943740845,211.14067999498326,201.43395645151935,200.8277032326365,146.08445531620282,1939.5453337831264,5223473534.0,4536,0,0,0,,100
59,59,RACS_2046-69,36620,0,36547,IMAGED,20 46 09.23,-69 28 28.82,311.5384583333333,-69.47467222222222,325.05259853306626,-35.225048434613264,-45.0,5150063908.123007,915.7017598431396,915.7017600000001,36,5223401036.496006,197066652,9.19999999999998,6.699999999999996,24.06,-0.0076574222184717655,0.779609203338623,184.4890133551618,175.97813874459874,176.79939935473857,126.94127936112254,1668.11995792601,5223409931.0,4536,0,0,0,,100
